L_44664,70.610284,25038,2,0.54587,150.681954,Free shipping on orders over $49,Mobile,150.681954
L_48189,78.320514,26213,2,0.479873,150.789066,Free shipping on orders over $49,Mobile,150.789066
L_30619,71.355076,20356,2,0.509682,164.874615,Free shipping on orders over $49,Direct Mail,164.874615
L_17302,78.988258,15917,1,0.497148,131.714693,Anastasia Beverly Hills,Email,131.714693
L_46583,83.574257,25678,1,0.381647,140.237672,Anastasia Beverly Hills,Mobile,140.237672
L_21741,66.99618,17397,2,0.443735,132.264856,Free shipping on orders over $49,Email,132.264856
L_8777,75.88076,13076,2,0.490114,134.505373,Free shipping on orders over $49,Direct Mail,134.505373
L_41967,67.73623,24139,2,0.532798,148.297709,Free shipping on orders over $49,Mobile,148.297709
L_17729,70.939449,16060,2,0.421368,158.529263,Free shipping on orders over $49,Mobile,158.529263
L_30248,78.914146,20233,1,0.526526,146.782729,Anastasia Beverly Hills,Direct Mail,146.782729
L_44367,73.430919,24939,1,0.458749,144.069478,Anastasia Beverly Hills,Email,144.069478
L_4570,68.177014,11673,2,0.495838,151.650313,Free shipping on orders over $49,Mobile,151.650313
L_11423,72.933607,13958,1,0.504542,143.344502,Anastasia Beverly Hills,Direct Mail,143.344502
L_7791,77.183342,12747,1,0.531882,172.512436,Anastasia Beverly Hills,Mobile,172.512436
L_4936,77.424995,11795,1,0.501458,135.459942,Anastasia Beverly Hills,Direct Mail,135.459942
L_43221,86.625392,24557,1,0.502633,145.384029,Anastasia Beverly Hills,Direct Mail,145.384029
L_17037,80.689384,15829,1,0.504091,169.413112,Anastasia Beverly Hills,Direct Mail,169.413112
L_33721,80.605073,21390,1,0.477222,150.286919,Anastasia Beverly Hills,Email,150.286919
L_45163,77.915969,25204,1,0.493752,138.673676,Anastasia Beverly Hills,Email,138.673676
L_19221,70.446356,16557,2,0.540427,156.269405,Free shipping on orders over $49,Direct Mail,156.269405
L_35899,73.387829,22116,2,0.480767,162.102855,Free shipping on orders over $49,Email,162.102855
L_39124,70.085149,23191,2,0.513799,151.412543,Free shipping on orders over $49,Mobile,151.412543
L_18190,82.731312,16213,1,0.517913,160.914811,Anastasia Beverly Hills,Mobile,160.914811
L_47213,82.758188,25888,2,0.503385,145.719762,Free shipping on orders over $49,Direct Mail,145.719762
L_25685,74.45993,18712,1,0.493892,152.676005,Anastasia Beverly Hills,Mobile,152.676005
L_43334,85.139879,24595,2,0.50327,152.579207,Free shipping on orders over $49,Mobile,152.579207
L_6161,69.919784,12204,1,0.510478,143.600442,Anastasia Beverly Hills,Direct Mail,143.600442
L_17839,78.539124,16096,1,0.512391,169.287208,Anastasia Beverly Hills,Mobile,169.287208
L_42422,78.698085,24291,2,0.388694,141.583467,Free shipping on orders over $49,Email,141.583467
L_3671,81.136646,11374,1,0.5191,130.861315,Anastasia Beverly Hills,Direct Mail,130.861315
L_15362,74.430686,15271,1,0.660552,149.532173,Anastasia Beverly Hills,Direct Mail,149.532173
L_40258,74.992776,23569,2,0.516273,148.232947,Free shipping on orders over $49,Email,148.232947
L_33908,80.023751,21453,1,0.55122,143.645941,Anastasia Beverly Hills,Mobile,143.645941
L_35100,85.607965,21850,1,0.456016,175.903858,Anastasia Beverly Hills,Direct Mail,175.903858
L_31114,74.956049,20521,1,0.498441,146.260016,Anastasia Beverly Hills,Direct Mail,146.260016
L_2021,80.834108,10824,2,0.476675,163.039606,Free shipping on orders over $49,Direct Mail,163.039606
L_3481,73.988023,11310,2,0.493802,127.430783,Free shipping on orders over $49,Direct Mail,127.430783
L_31567,79.482686,20672,2,0.511447,153.062703,Free shipping on orders over $49,Mobile,153.062703
L_44792,74.033901,25081,2,0.57696,127.649675,Free shipping on orders over $49,Direct Mail,127.649675
L_44561,72.744345,25004,2,0.5683,155.537834,Free shipping on orders over $49,Mobile,155.537834
L_40853,73.852448,23768,1,0.495458,144.161596,Anastasia Beverly Hills,Direct Mail,144.161596
L_26636,73.948173,19029,2,0.437176,151.330351,Free shipping on orders over $49,Mobile,151.330351
L_35628,74.125228,22026,1,0.46368,158.28397,Anastasia Beverly Hills,Direct Mail,158.28397
L_3759,82.862199,11403,2,0.509825,148.12452,Free shipping on orders over $49,Email,148.12452
L_13493,69.083697,14648,1,0.543818,148.300431,Anastasia Beverly Hills,Direct Mail,148.300431
L_30331,74.038181,20260,2,0.505599,168.69782,Free shipping on orders over $49,Mobile,168.69782
L_25492,72.919757,18647,1,0.508799,141.914098,Anastasia Beverly Hills,Direct Mail,141.914098
L_12470,76.838186,14307,2,0.439722,141.530165,Free shipping on orders over $49,Direct Mail,141.530165
L_22301,82.938752,17584,2,0.408066,156.940792,Free shipping on orders over $49,Email,156.940792
L_48490,77.809485,26313,2,0.479079,133.738391,Free shipping on orders over $49,Mobile,133.738391
L_7856,71.088017,12769,1,0.742635,155.303448,Anastasia Beverly Hills,Mobile,155.303448
L_11768,70.717369,14073,1,0.49643,166.981242,Anastasia Beverly Hills,Email,166.981242
L_29024,71.200017,19825,2,0.562111,157.817693,Free shipping on orders over $49,Direct Mail,157.817693
L_30183,75.056642,20211,2,0.532958,150.515546,Free shipping on orders over $49,Mobile,150.515546
L_9629,77.981198,13360,2,0.568239,140.963327,Free shipping on orders over $49,Mobile,140.963327
L_11716,70.03778,14055,2,0.510305,153.861218,Free shipping on orders over $49,Mobile,153.861218
L_16139,77.350759,15530,2,0.422528,167.783299,Free shipping on orders over $49,Mobile,167.783299
L_29174,76.697781,19875,2,0.529458,140.21855,Free shipping on orders over $49,Direct Mail,140.21855
L_13385,80.281484,14612,2,0.475998,143.887339,Free shipping on orders over $49,Direct Mail,143.887339
L_32923,68.403241,21124,1,0.491073,158.023682,Anastasia Beverly Hills,Mobile,158.023682
L_31974,77.333678,20808,1,0.479393,150.729043,Anastasia Beverly Hills,Email,150.729043
L_23285,78.172213,17912,1,0.559801,144.008999,Anastasia Beverly Hills,Mobile,144.008999
L_29619,77.612282,20023,1,0.532405,140.216199,Anastasia Beverly Hills,Email,140.216199
L_2275,73.579625,10908,1,0.570339,148.35226,Anastasia Beverly Hills,Mobile,148.35226
L_6931,70.442897,12460,1,0.508216,161.111969,Anastasia Beverly Hills,Direct Mail,161.111969
L_36538,66.191656,22329,1,0.489246,136.974014,Anastasia Beverly Hills,Mobile,136.974014
L_39245,77.081618,23232,2,0.482752,151.513628,Free shipping on orders over $49,Email,151.513628
L_47549,67.995312,26000,1,0.467297,148.870611,Anastasia Beverly Hills,Direct Mail,148.870611
L_5751,76.921826,12067,2,0.555037,168.037296,Free shipping on orders over $49,Email,168.037296
L_27175,71.275489,19208,1,0.492862,136.26537,Anastasia Beverly Hills,Direct Mail,136.26537
L_33646,78.999919,21365,1,0.580859,143.407142,Anastasia Beverly Hills,Email,143.407142
L_1581,77.926973,10677,1,0.448694,169.167569,Anastasia Beverly Hills,Email,169.167569
L_15454,73.862926,15301,1,0.664146,162.65236,Anastasia Beverly Hills,Direct Mail,162.65236
L_389,79.818313,10280,1,0.503832,143.823683,Anastasia Beverly Hills,Direct Mail,143.823683
L_22052,80.359693,17501,1,0.45782,158.722666,Anastasia Beverly Hills,Mobile,158.722666
L_18465,74.818596,16305,2,0.540805,143.097148,Free shipping on orders over $49,Direct Mail,143.097148
L_11101,68.296564,13850,1,0.567305,157.71548,Anastasia Beverly Hills,Email,157.71548
L_24637,74.463137,18362,1,0.450962,165.31949,Anastasia Beverly Hills,Mobile,165.31949
L_28259,73.080467,19570,2,0.447178,156.684512,Free shipping on orders over $49,Direct Mail,156.684512
L_14579,87.243922,15010,1,0.543537,151.513511,Anastasia Beverly Hills,Email,151.513511
L_15335,74.90188,15262,2,0.482043,153.838,Free shipping on orders over $49,Mobile,153.838
L_45839,66.561901,25430,2,0.53922,152.325594,Free shipping on orders over $49,Email,152.325594
L_9181,80.306248,13210,2,0.481347,130.864005,Free shipping on orders over $49,Direct Mail,130.864005
L_26323,77.572965,18924,1,0.519042,156.734593,Anastasia Beverly Hills,Email,156.734593
L_37121,72.705547,22524,2,0.549409,156.70037,Free shipping on orders over $49,Direct Mail,156.70037
L_11592,73.574749,14014,1,0.456386,154.343273,Anastasia Beverly Hills,Email,154.343273
L_43225,72.136794,24558,1,0.471489,148.196374,Anastasia Beverly Hills,Email,148.196374
L_10765,73.043768,13738,2,0.493913,148.630403,Free shipping on orders over $49,Email,148.630403
L_17633,81.304887,16028,2,0.424449,144.911429,Free shipping on orders over $49,Direct Mail,144.911429
L_14732,77.139099,15061,2,0.482266,141.936688,Free shipping on orders over $49,Direct Mail,141.936688
L_19186,73.263027,16545,1,0.505188,140.719214,Anastasia Beverly Hills,Email,140.719214
L_30943,73.225282,20464,1,0.593201,138.496474,Anastasia Beverly Hills,Email,138.496474
L_43105,77.636225,24518,1,0.618479,144.341915,Anastasia Beverly Hills,Direct Mail,144.341915
L_1977,78.128489,10809,2,0.518896,143.473059,Free shipping on orders over $49,Email,143.473059
L_19742,82.529846,16731,2,0.570645,156.705573,Free shipping on orders over $49,Email,156.705573
L_18827,79.809706,16426,1,0.516897,150.759589,Anastasia Beverly Hills,Email,150.759589
L_25828,76.782508,18759,1,0.493368,143.272911,Anastasia Beverly Hills,Direct Mail,143.272911
L_25557,75.173547,18669,2,0.550917,162.101695,Free shipping on orders over $49,Mobile,162.101695
L_16844,81.253374,15765,1,0.51545,139.985251,Anastasia Beverly Hills,Mobile,139.985251
L_30705,67.387384,20385,1,0.563601,155.800149,Anastasia Beverly Hills,Direct Mail,155.800149
L_15958,73.896233,15469,1,0.483199,144.999433,Anastasia Beverly Hills,Mobile,144.999433
L_24891,73.571614,18447,2,0.458051,156.387276,Free shipping on orders over $49,Mobile,156.387276
L_2017,73.393592,10822,2,0.491052,171.868549,Free shipping on orders over $49,Mobile,171.868549
L_3786,70.9586,11412,2,0.445388,164.051627,Free shipping on orders over $49,Mobile,164.051627
L_37087,80.311418,22512,1,0.506566,154.758844,Anastasia Beverly Hills,Email,154.758844
L_33268,78.452403,21239,1,0.477945,148.741429,Anastasia Beverly Hills,Direct Mail,148.741429
L_39733,75.183052,23394,1,0.484913,166.6751,Anastasia Beverly Hills,Email,166.6751
L_7711,83.888428,12720,2,0.486478,145.276174,Free shipping on orders over $49,Email,145.276174
L_22996,86.047528,17815,1,0.486906,151.023122,Anastasia Beverly Hills,Mobile,151.023122
L_25653,77.326903,18701,1,0.466259,149.505213,Anastasia Beverly Hills,Mobile,149.505213
L_30510,76.368617,20320,2,0.476831,140.393055,Free shipping on orders over $49,Email,140.393055
L_18773,80.251565,16408,2,0.462435,147.307681,Free shipping on orders over $49,Direct Mail,147.307681
L_45995,63.579426,25482,1,0.588567,152.963245,Anastasia Beverly Hills,Email,152.963245
L_46793,76.306986,25748,2,0.58919,149.747264,Free shipping on orders over $49,Email,149.747264
L_12010,76.826613,14153,2,0.511565,162.241996,Free shipping on orders over $49,Mobile,162.241996
L_22717,75.607969,17722,1,0.479912,151.733516,Anastasia Beverly Hills,Email,151.733516
L_45855,71.307717,25435,1,0.488864,137.872406,Anastasia Beverly Hills,Mobile,137.872406
L_2148,73.039675,10866,2,0.566081,148.722411,Free shipping on orders over $49,Mobile,148.722411
L_20709,71.320018,17053,1,0.476996,150.207515,Anastasia Beverly Hills,Direct Mail,150.207515
L_28834,70.040748,19761,1,0.482009,153.165356,Anastasia Beverly Hills,Email,153.165356
L_2874,78.679678,11108,2,0.475353,117.91352,Free shipping on orders over $49,Direct Mail,117.91352
L_14895,79.601759,15115,2,0.534888,136.748691,Free shipping on orders over $49,Direct Mail,136.748691
L_22043,79.080816,17498,2,0.491788,151.604993,Free shipping on orders over $49,Direct Mail,151.604993
L_45749,61.922576,25400,2,0.467944,157.034304,Free shipping on orders over $49,Email,157.034304
L_10436,83.186689,13629,2,0.450286,153.987639,Free shipping on orders over $49,Mobile,153.987639
L_32065,76.322902,20838,2,0.503377,133.971375,Free shipping on orders over $49,Direct Mail,133.971375
L_17784,70.978689,16078,2,0.520888,153.660716,Free shipping on orders over $49,Direct Mail,153.660716
L_10502,76.288727,13651,1,0.547726,150.387561,Anastasia Beverly Hills,Direct Mail,150.387561
L_27786,72.42313,19412,2,0.535255,149.598685,Free shipping on orders over $49,Email,149.598685
L_47782,82.385512,26077,1,0.478562,142.792367,Anastasia Beverly Hills,Email,142.792367
L_5768,75.745884,12073,2,0.493096,137.433854,Free shipping on orders over $49,Email,137.433854
L_19594,79.981382,16681,1,0.49126,133.999562,Anastasia Beverly Hills,Email,133.999562
L_47686,77.2526,26045,2,0.505278,160.673423,Free shipping on orders over $49,Mobile,160.673423
L_46671,80.038079,25707,2,0.457799,139.870009,Free shipping on orders over $49,Mobile,139.870009
L_14920,70.543821,15123,2,0.530746,153.321456,Free shipping on orders over $49,Mobile,153.321456
L_44501,80.508634,24984,2,0.729062,144.093329,Free shipping on orders over $49,Mobile,144.093329
L_27521,74.256804,19324,2,0.541812,135.745827,Free shipping on orders over $49,Mobile,135.745827
L_30667,84.849707,20372,2,0.502026,134.00198,Free shipping on orders over $49,Mobile,134.00198
L_1280,75.061253,10577,2,0.478658,141.479994,Free shipping on orders over $49,Direct Mail,141.479994
L_36790,73.345278,22413,1,0.509418,157.500768,Anastasia Beverly Hills,Direct Mail,157.500768
L_16748,71.62498,15733,1,0.525681,153.441655,Anastasia Beverly Hills,Mobile,153.441655
L_19646,81.863522,16699,2,0.541045,148.90714,Free shipping on orders over $49,Mobile,148.90714
L_42145,78.238352,24198,1,0.655984,140.739241,Anastasia Beverly Hills,Direct Mail,140.739241
L_5608,79.789061,12019,1,0.483785,164.238201,Anastasia Beverly Hills,Direct Mail,164.238201
L_2197,73.974738,10882,2,0.493394,161.342245,Free shipping on orders over $49,Email,161.342245
L_38455,72.911267,22968,2,0.500874,147.394403,Free shipping on orders over $49,Direct Mail,147.394403
L_26695,73.440886,19048,1,0.4748,153.707957,Anastasia Beverly Hills,Direct Mail,153.707957
L_27857,67.864057,19436,2,0.639708,165.730774,Free shipping on orders over $49,Email,165.730774
L_33400,79.141643,21283,2,0.450434,143.350589,Free shipping on orders over $49,Mobile,143.350589
L_4390,72.555072,11613,1,0.61275,132.137302,Anastasia Beverly Hills,Direct Mail,132.137302
L_26221,64.194822,18890,2,0.500034,146.106977,Free shipping on orders over $49,Email,146.106977
L_33409,66.475722,21286,2,0.55277,156.297834,Free shipping on orders over $49,Direct Mail,156.297834
L_744,78.521569,10398,2,0.504784,172.013016,Free shipping on orders over $49,Email,172.013016
L_48535,87.081463,26328,2,0.574617,143.886545,Free shipping on orders over $49,Mobile,143.886545
L_29682,73.773829,20044,2,0.525411,141.075254,Free shipping on orders over $49,Direct Mail,141.075254
L_14060,78.348681,14837,2,0.545963,159.336463,Free shipping on orders over $49,Direct Mail,159.336463
L_33416,70.968182,21289,2,0.452238,153.855461,Free shipping on orders over $49,Direct Mail,153.855461
L_13791,79.120085,14747,1,0.52564,170.619998,Anastasia Beverly Hills,Direct Mail,170.619998
L_4081,77.81386,11510,1,0.471274,140.892051,Anastasia Beverly Hills,Email,140.892051
L_3418,78.168135,11289,2,0.481125,153.815318,Free shipping on orders over $49,Direct Mail,153.815318
L_28757,81.22675,19736,1,0.536566,147.768329,Anastasia Beverly Hills,Mobile,147.768329
L_2916,73.899671,11122,1,0.531981,143.066892,Anastasia Beverly Hills,Mobile,143.066892
L_21209,80.752286,17220,2,0.472726,148.965318,Free shipping on orders over $49,Mobile,148.965318
L_41804,82.504295,24085,1,0.468905,144.120337,Anastasia Beverly Hills,Direct Mail,144.120337
L_5636,72.10923,12029,2,0.57453,150.615602,Free shipping on orders over $49,Direct Mail,150.615602
L_43361,74.336078,24604,2,0.487164,142.763978,Free shipping on orders over $49,Mobile,142.763978
L_34053,77.095017,21501,2,0.504598,142.812785,Free shipping on orders over $49,Email,142.812785
L_18991,79.001679,16480,1,0.505192,151.604038,Anastasia Beverly Hills,Email,151.604038
L_942,83.384798,10464,1,0.539321,151.122693,Anastasia Beverly Hills,Email,151.122693
L_26788,74.931021,19079,2,0.491338,150.058663,Free shipping on orders over $49,Email,150.058663
L_13710,77.50849,14720,2,0.485951,166.105661,Free shipping on orders over $49,Direct Mail,166.105661
L_5101,77.036423,11850,1,0.46862,124.334157,Anastasia Beverly Hills,Email,124.334157
L_16729,80.033626,15726,2,0.523047,140.845209,Free shipping on orders over $49,Direct Mail,140.845209
L_41624,66.481144,24025,1,0.599235,137.896472,Anastasia Beverly Hills,Email,137.896472
L_27820,75.046949,19423,1,0.506698,155.205475,Anastasia Beverly Hills,Mobile,155.205475
L_28652,61.926342,19701,2,0.554661,158.303123,Free shipping on orders over $49,Email,158.303123
L_36969,79.291821,22473,2,0.473151,154.818687,Free shipping on orders over $49,Direct Mail,154.818687
L_38680,72.250498,23043,2,0.557985,135.477254,Free shipping on orders over $49,Direct Mail,135.477254
L_6086,72.889463,12179,2,0.483604,145.503404,Free shipping on orders over $49,Email,145.503404
L_15085,66.460608,15178,1,0.496698,141.687658,Anastasia Beverly Hills,Mobile,141.687658
L_9873,84.226937,13441,2,0.501408,157.598004,Free shipping on orders over $49,Email,157.598004
L_27285,76.482181,19245,1,0.534064,134.558837,Anastasia Beverly Hills,Mobile,134.558837
L_39500,71.164613,23317,1,0.510154,135.538755,Anastasia Beverly Hills,Email,135.538755
L_103,68.002896,10184,1,0.508528,162.261408,Anastasia Beverly Hills,Email,162.261408
L_40626,75.284704,23692,2,0.560134,148.070779,Free shipping on orders over $49,Mobile,148.070779
L_31008,79.807841,20486,1,0.517341,160.589902,Anastasia Beverly Hills,Direct Mail,160.589902
L_11510,77.31254,13987,1,0.530852,152.671065,Anastasia Beverly Hills,Direct Mail,152.671065
L_34715,77.614067,21722,1,0.507345,167.412552,Anastasia Beverly Hills,Mobile,167.412552
L_9423,73.609195,13291,2,0.530863,168.405145,Free shipping on orders over $49,Mobile,168.405145
L_48899,78.699664,26450,1,0.492784,147.369741,Anastasia Beverly Hills,Mobile,147.369741
L_2432,79.838937,10961,1,0.4538,151.273799,Anastasia Beverly Hills,Direct Mail,151.273799
L_24091,75.358825,18180,1,0.470416,168.237811,Anastasia Beverly Hills,Email,168.237811
L_28928,75.135891,19793,1,0.653575,139.651036,Anastasia Beverly Hills,Direct Mail,139.651036
L_30430,73.835862,20293,1,0.514544,145.389159,Anastasia Beverly Hills,Mobile,145.389159
L_8771,70.273016,13074,1,0.524021,157.566654,Anastasia Beverly Hills,Mobile,157.566654
L_9427,70.136242,13292,2,0.476843,143.9832,Free shipping on orders over $49,Direct Mail,143.9832
L_42234,77.768697,24228,1,0.446558,164.747779,Anastasia Beverly Hills,Direct Mail,164.747779
L_15399,70.570412,15283,2,0.503847,127.371772,Free shipping on orders over $49,Direct Mail,127.371772
L_23540,76.201564,17997,2,0.586637,148.938045,Free shipping on orders over $49,Direct Mail,148.938045
L_47507,82.461664,25986,1,0.498979,149.489639,Anastasia Beverly Hills,Mobile,149.489639
L_30407,73.709005,20286,1,0.55218,145.180174,Anastasia Beverly Hills,Direct Mail,145.180174
L_40999,67.548173,23816,1,0.507595,127.354258,Anastasia Beverly Hills,Direct Mail,127.354258
L_7703,69.02762,12718,2,0.518095,156.089121,Free shipping on orders over $49,Mobile,156.089121
L_28898,70.325361,19783,1,0.466352,139.287378,Anastasia Beverly Hills,Direct Mail,139.287378
L_23395,79.557652,17948,2,0.518059,133.124594,Free shipping on orders over $49,Mobile,133.124594
L_23879,72.189663,18110,2,0.490044,136.549807,Free shipping on orders over $49,Direct Mail,136.549807
L_11476,73.132191,13975,1,0.496098,160.393096,Anastasia Beverly Hills,Direct Mail,160.393096
L_18571,85.981632,16340,1,0.578355,157.81684,Anastasia Beverly Hills,Mobile,157.81684
L_41808,72.403028,24086,2,0.535555,150.293479,Free shipping on orders over $49,Mobile,150.293479
L_41146,73.086974,23865,1,0.479786,139.009749,Anastasia Beverly Hills,Mobile,139.009749
L_5742,71.812834,12064,1,0.533574,163.848325,Anastasia Beverly Hills,Mobile,163.848325
L_22687,72.470548,17712,1,0.487359,154.22526,Anastasia Beverly Hills,Direct Mail,154.22526
L_21424,73.922623,17291,1,0.507421,147.706602,Anastasia Beverly Hills,Mobile,147.706602
L_38061,70.289679,22837,2,0.5112,161.148948,Free shipping on orders over $49,Mobile,161.148948
L_24161,78.486276,18204,2,0.538901,154.453485,Free shipping on orders over $49,Direct Mail,154.453485
L_43656,84.583562,24702,1,0.510371,157.050644,Anastasia Beverly Hills,Mobile,157.050644
L_47209,76.506322,25886,1,0.502781,147.97634,Anastasia Beverly Hills,Mobile,147.97634
L_15841,73.631061,15430,1,0.50747,148.24039,Anastasia Beverly Hills,Email,148.24039
L_9458,80.219394,13303,1,0.509026,136.974315,Anastasia Beverly Hills,Mobile,136.974315
L_12487,85.929527,14312,1,0.482816,151.792372,Anastasia Beverly Hills,Mobile,151.792372
L_35263,69.027182,21904,1,0.492861,151.573163,Anastasia Beverly Hills,Mobile,151.573163
L_46490,66.605832,25647,1,0.690105,148.191572,Anastasia Beverly Hills,Direct Mail,148.191572
L_543,73.73501,10331,2,0.528882,159.98702,Free shipping on orders over $49,Mobile,159.98702
L_37553,82.636777,22668,2,0.559875,152.395512,Free shipping on orders over $49,Mobile,152.395512
L_3479,62.144481,11310,2,0.634413,147.872083,Free shipping on orders over $49,Direct Mail,147.872083
L_15062,86.221909,15171,1,0.479657,147.357817,Anastasia Beverly Hills,Mobile,147.357817
L_46718,81.307842,25723,1,0.524122,153.19885,Anastasia Beverly Hills,Email,153.19885
L_13363,66.116408,14604,2,0.49717,153.780228,Free shipping on orders over $49,Email,153.780228
L_19767,70.484829,16739,1,0.485452,149.784592,Anastasia Beverly Hills,Email,149.784592
L_20626,69.633337,17025,1,0.495144,150.981747,Anastasia Beverly Hills,Direct Mail,150.981747
L_7337,80.79085,12596,1,0.504287,157.699029,Anastasia Beverly Hills,Mobile,157.699029
L_34209,76.385792,21553,2,0.467441,158.56098,Free shipping on orders over $49,Direct Mail,158.56098
L_17120,71.937498,15857,2,0.461716,144.462041,Free shipping on orders over $49,Mobile,144.462041
L_10130,70.608514,13527,1,0.542851,160.321655,Anastasia Beverly Hills,Direct Mail,160.321655
L_18132,76.800259,16194,2,0.55987,147.688618,Free shipping on orders over $49,Mobile,147.688618
L_38271,78.756207,22907,1,0.540261,142.366979,Anastasia Beverly Hills,Email,142.366979
L_43534,78.502194,24661,1,0.545936,168.64841,Anastasia Beverly Hills,Mobile,168.64841
L_2007,78.504179,10819,2,0.451697,152.020589,Free shipping on orders over $49,Mobile,152.020589
L_34612,79.582709,21687,2,0.679509,152.31812,Free shipping on orders over $49,Direct Mail,152.31812
L_24928,78.204692,18459,1,0.497903,145.025876,Anastasia Beverly Hills,Direct Mail,145.025876
L_26947,77.119469,19132,1,0.492551,168.39776,Anastasia Beverly Hills,Direct Mail,168.39776
L_37859,69.1292,22770,1,0.564474,149.393852,Anastasia Beverly Hills,Email,149.393852
