L_41440,81.721893,79362,1,0.513079,424.845111,Anastasia Beverly Hills,Direct Mail,424.85,81.72
L_56653,63.678521,104329,2,0.507807,434.620939,Free shipping on orders over $49,Direct Mail,434.62,63.68
L_11929,90.432097,30065,2,0.499998,440.403561,Free shipping on orders over $49,Mobile,440.4,90.43
L_23207,81.288852,48619,1,0.402664,446.176867,Anastasia Beverly Hills,Email,446.18,81.29
L_45371,63.616132,85721,2,0.469423,492.106157,Free shipping on orders over $49,Email,492.11,63.62
L_25533,56.215044,52530,2,0.48729,391.496781,Free shipping on orders over $49,Direct Mail,391.5,56.22
L_49196,42.495437,91964,1,0.446472,363.102554,Anastasia Beverly Hills,Direct Mail,363.1,42.5
L_16970,45.409386,38374,2,0.535451,352.99765,Free shipping on orders over $49,Mobile,353.0,45.41
L_30833,64.59589,61399,1,0.50682,549.207903,Anastasia Beverly Hills,Direct Mail,549.21,64.6
L_19313,21.690792,42152,2,0.454517,294.598782,Free shipping on orders over $49,Email,294.6,21.69
L_28407,62.866485,57226,1,0.463746,435.267194,Anastasia Beverly Hills,Mobile,435.27,62.87
L_38038,67.3165,73685,2,0.469971,501.989868,Free shipping on orders over $49,Mobile,501.99,67.32
L_47569,62.761946,89297,1,0.57118,390.518989,Anastasia Beverly Hills,Mobile,390.52,62.76
L_26008,60.841057,53341,2,0.67283,452.77921,Free shipping on orders over $49,Email,452.78,60.84
L_8295,75.736993,23882,1,0.487757,471.392887,Anastasia Beverly Hills,Direct Mail,471.39,75.74
L_26427,67.593176,54003,2,0.483256,453.363627,Free shipping on orders over $49,Direct Mail,453.36,67.59
L_29098,50.014833,58442,1,0.4562,405.408359,Anastasia Beverly Hills,Direct Mail,405.41,50.01
L_27678,50.875932,55995,2,0.531759,399.126253,Free shipping on orders over $49,Mobile,399.13,50.88
L_12029,32.546509,30259,1,0.677551,535.412067,Anastasia Beverly Hills,Email,535.41,32.55
L_58260,62.718142,106948,2,0.4737,440.352754,Free shipping on orders over $49,Mobile,440.35,62.72
L_53651,86.288016,99338,2,0.55324,449.913789,Free shipping on orders over $49,Direct Mail,449.91,86.29
L_41458,36.893288,79388,1,0.492755,332.527839,Anastasia Beverly Hills,Direct Mail,332.53,36.89
L_25548,36.426254,52555,2,0.639942,271.794933,Free shipping on orders over $49,Mobile,271.79,36.43
L_27738,65.003475,56104,2,0.538609,439.241848,Free shipping on orders over $49,Direct Mail,439.24,65.0
L_22549,68.391903,47510,2,0.666329,386.312847,Free shipping on orders over $49,Email,386.31,68.39
L_46351,71.471531,87341,2,0.459283,466.513983,Free shipping on orders over $49,Mobile,466.51,71.47
L_19713,40.649554,42897,1,0.433029,408.915496,Anastasia Beverly Hills,Direct Mail,408.92,40.65
L_27995,38.444283,56488,2,0.52103,387.542486,Free shipping on orders over $49,Mobile,387.54,38.44
L_30537,62.658128,60901,2,0.654535,314.531499,Free shipping on orders over $49,Mobile,314.53,62.66
L_32447,91.221981,64239,1,0.54478,541.422477,Anastasia Beverly Hills,Mobile,541.42,91.22
L_22159,71.183019,46890,1,0.499122,452.505525,Anastasia Beverly Hills,Direct Mail,452.51,71.18
L_59417,55.195095,108920,2,0.558022,442.441564,Free shipping on orders over $49,Direct Mail,442.44,55.2
L_52566,56.088798,97583,2,0.392423,336.911903,Free shipping on orders over $49,Direct Mail,336.91,56.09
L_8373,76.649903,23988,2,0.636496,435.228237,Free shipping on orders over $49,Mobile,435.23,76.65
L_49063,71.155364,91746,2,0.498926,601.075775,Free shipping on orders over $49,Email,601.08,71.16
L_45178,77.225778,85429,2,0.508688,399.297058,Free shipping on orders over $49,Mobile,399.3,77.23
L_46614,76.196976,87759,1,0.495125,590.572671,Anastasia Beverly Hills,Direct Mail,590.57,76.2
L_23514,43.619181,49160,2,0.483469,322.796662,Free shipping on orders over $49,Direct Mail,322.8,43.62
L_57041,67.394637,105003,1,0.638191,442.638015,Anastasia Beverly Hills,Email,442.64,67.39
L_46348,94.825046,87340,2,0.56121,634.916004,Free shipping on orders over $49,Email,634.92,94.83
L_56239,61.537766,103618,1,0.495904,314.913743,Anastasia Beverly Hills,Email,314.91,61.54
L_11225,63.481941,28869,2,0.505715,410.88195,Free shipping on orders over $49,Email,410.88,63.48
L_27679,43.171987,55996,1,0.602478,298.429179,Anastasia Beverly Hills,Email,298.43,43.17
L_35961,43.622524,70324,2,0.45937,471.497351,Free shipping on orders over $49,Mobile,471.5,43.62
L_48932,72.68985,91532,1,0.460822,467.863952,Anastasia Beverly Hills,Email,467.86,72.69
L_10981,45.100124,28466,1,0.50783,327.523439,Anastasia Beverly Hills,Mobile,327.52,45.1
L_12180,88.41747,30493,1,0.456096,503.146723,Anastasia Beverly Hills,Mobile,503.15,88.42
L_52992,71.769742,98279,2,0.472719,431.136613,Free shipping on orders over $49,Direct Mail,431.14,71.77
L_10696,91.552313,27995,1,0.535217,728.57485,Anastasia Beverly Hills,Direct Mail,728.57,91.55
L_30021,74.667343,60005,1,0.490932,592.805561,Anastasia Beverly Hills,Direct Mail,592.81,74.67
L_50674,38.408665,94358,1,0.548772,494.810627,Anastasia Beverly Hills,Direct Mail,494.81,38.41
L_37265,85.050762,72439,1,0.654618,421.796036,Anastasia Beverly Hills,Email,421.8,85.05
L_17548,47.231003,39271,2,0.514314,436.709817,Free shipping on orders over $49,Direct Mail,436.71,47.23
L_18744,72.200135,41254,1,0.511324,391.342011,Anastasia Beverly Hills,Mobile,391.34,72.2
L_7345,63.169851,22293,2,0.681252,358.845347,Free shipping on orders over $49,Email,358.85,63.17
L_34982,52.218854,68628,1,0.499339,429.868885,Anastasia Beverly Hills,Mobile,429.87,52.22
L_36836,73.961647,71727,2,0.501338,382.871111,Free shipping on orders over $49,Mobile,382.87,73.96
L_380,85.544804,10793,2,0.471174,444.598741,Free shipping on orders over $49,Mobile,444.6,85.54
L_49837,61.091922,93006,2,0.474168,422.723988,Free shipping on orders over $49,Email,422.72,61.09
L_59561,72.560211,109156,1,0.522088,511.3439,Anastasia Beverly Hills,Mobile,511.34,72.56
L_47597,52.236092,89330,1,0.536638,269.382835,Anastasia Beverly Hills,Direct Mail,269.38,52.24
L_42574,71.872916,81162,1,0.652146,439.254667,Anastasia Beverly Hills,Email,439.25,71.87
L_12988,71.817289,31814,2,0.572234,472.605492,Free shipping on orders over $49,Email,472.61,71.82
L_46633,51.019729,87780,2,0.470509,294.864266,Free shipping on orders over $49,Email,294.86,51.02
L_48623,54.482371,91038,2,0.508493,578.520054,Free shipping on orders over $49,Direct Mail,578.52,54.48
L_16714,85.626019,37922,1,0.498095,462.013117,Anastasia Beverly Hills,Direct Mail,462.01,85.63
L_52530,52.436094,97508,2,0.513323,437.727907,Free shipping on orders over $49,Mobile,437.73,52.44
L_9764,59.723588,26416,1,0.509862,306.972675,Anastasia Beverly Hills,Email,306.97,59.72
L_13368,75.692961,32452,2,0.494433,545.243181,Free shipping on orders over $49,Mobile,545.24,75.69
L_44154,76.781092,83796,2,0.668535,672.541342,Free shipping on orders over $49,Mobile,672.54,76.78
L_37527,60.986197,72885,1,0.510292,486.976001,Anastasia Beverly Hills,Mobile,486.98,60.99
L_4912,42.282112,18306,1,0.467721,447.775804,Anastasia Beverly Hills,Email,447.78,42.28
L_18115,53.893784,40241,2,0.50413,417.404681,Free shipping on orders over $49,Email,417.4,53.89
L_45252,68.496139,85526,2,0.516978,365.479251,Free shipping on orders over $49,Mobile,365.48,68.5
L_5347,50.787001,19020,1,0.524794,375.641327,Anastasia Beverly Hills,Email,375.64,50.79
L_55862,55.939825,102975,2,0.529993,368.718299,Free shipping on orders over $49,Email,368.72,55.94
L_31805,67.246978,63102,1,0.560671,421.447681,Anastasia Beverly Hills,Mobile,421.45,67.25
L_33192,51.57,65554,2,0.417157,371.265111,Free shipping on orders over $49,Mobile,371.27,51.57
L_34802,103.606138,68325,1,0.497442,543.31027,Anastasia Beverly Hills,Mobile,543.31,103.61
L_7157,43.559961,22010,1,0.491274,391.632025,Anastasia Beverly Hills,Mobile,391.63,43.56
L_7046,47.537083,21847,1,0.581588,318.782931,Anastasia Beverly Hills,Email,318.78,47.54
L_18344,85.831432,40614,2,0.47349,420.426659,Free shipping on orders over $49,Direct Mail,420.43,85.83
L_16752,84.404905,37992,2,0.504736,418.783759,Free shipping on orders over $49,Direct Mail,418.78,84.4
L_11182,91.113046,28807,2,0.583828,496.15106,Free shipping on orders over $49,Mobile,496.15,91.11
L_30028,48.407306,60019,2,0.559552,356.452843,Free shipping on orders over $49,Direct Mail,356.45,48.41
L_55246,65.522119,101949,1,0.495421,396.77574,Anastasia Beverly Hills,Direct Mail,396.78,65.52
L_25115,59.008894,51842,2,0.590386,291.180383,Free shipping on orders over $49,Email,291.18,59.01
L_1799,55.428891,13182,1,0.472949,356.117609,Anastasia Beverly Hills,Email,356.12,55.43
L_44839,38.552313,84912,2,0.460492,311.4414,Free shipping on orders over $49,Email,311.44,38.55
L_13972,28.246568,33486,2,0.495,350.328107,Free shipping on orders over $49,Direct Mail,350.33,28.25
L_16961,52.61365,38362,2,0.459744,258.272192,Free shipping on orders over $49,Email,258.27,52.61
L_25563,52.159758,52583,1,0.540318,429.530647,Anastasia Beverly Hills,Mobile,429.53,52.16
L_42691,51.730389,81334,1,0.418297,431.987398,Anastasia Beverly Hills,Mobile,431.99,51.73
L_55861,66.592942,102969,2,0.476573,335.952516,Free shipping on orders over $49,Direct Mail,335.95,66.59
L_36215,63.927641,70702,1,0.754872,373.048312,Anastasia Beverly Hills,Email,373.05,63.93
L_2686,53.213161,14693,1,0.48521,368.443887,Anastasia Beverly Hills,Mobile,368.44,53.21
L_14639,55.151994,34635,2,0.444928,439.058725,Free shipping on orders over $49,Direct Mail,439.06,55.15
L_4303,64.495005,17363,1,0.482476,371.380876,Anastasia Beverly Hills,Direct Mail,371.38,64.5
L_14488,90.609088,34346,2,0.412781,485.899427,Free shipping on orders over $49,Mobile,485.9,90.61
L_25252,56.937213,52083,2,0.688177,338.593351,Free shipping on orders over $49,Direct Mail,338.59,56.94
L_6669,86.98342,21229,2,0.590492,529.631197,Free shipping on orders over $49,Direct Mail,529.63,86.98
L_34657,81.501415,68097,1,0.541414,407.214885,Anastasia Beverly Hills,Email,407.21,81.5
L_20915,67.442629,44845,1,0.491253,393.634631,Anastasia Beverly Hills,Email,393.63,67.44
L_49371,39.787356,92262,2,0.451451,313.162629,Free shipping on orders over $49,Email,313.16,39.79
L_6366,71.500596,20757,2,0.530139,372.863646,Free shipping on orders over $49,Direct Mail,372.86,71.5
L_37162,59.835054,72252,1,0.517483,528.122946,Anastasia Beverly Hills,Direct Mail,528.12,59.84
L_6682,52.413007,21251,2,0.534364,455.300941,Free shipping on orders over $49,Email,455.3,52.41
L_6725,72.301644,21305,2,0.562014,381.038113,Free shipping on orders over $49,Mobile,381.04,72.3
L_21197,76.695849,45310,2,0.598099,483.755676,Free shipping on orders over $49,Mobile,483.76,76.7
L_25851,76.644731,53069,1,0.491186,486.480534,Anastasia Beverly Hills,Email,486.48,76.64
L_39852,69.295721,76736,2,0.51448,349.342774,Free shipping on orders over $49,Email,349.34,69.3
L_30465,71.301033,60768,1,0.516271,466.251161,Anastasia Beverly Hills,Email,466.25,71.3
L_31766,55.853577,63055,2,0.556183,294.384383,Free shipping on orders over $49,Email,294.38,55.85
L_4106,88.184752,17016,1,0.505656,430.038222,Anastasia Beverly Hills,Direct Mail,430.04,88.18
L_27978,56.852315,56452,2,0.534748,372.144999,Free shipping on orders over $49,Email,372.14,56.85
L_35064,68.399794,68771,2,0.573141,438.078655,Free shipping on orders over $49,Direct Mail,438.08,68.4
L_7029,86.202543,21813,1,0.429194,424.739983,Anastasia Beverly Hills,Direct Mail,424.74,86.2
L_22686,70.040449,47722,2,0.684021,364.751078,Free shipping on orders over $49,Mobile,364.75,70.04
L_9396,36.703326,25745,2,0.548562,432.210152,Free shipping on orders over $49,Mobile,432.21,36.7
L_14374,66.311862,34144,1,0.550363,318.988494,Anastasia Beverly Hills,Mobile,318.99,66.31
L_18112,85.405264,40236,2,0.492876,538.088333,Free shipping on orders over $49,Mobile,538.09,85.41
L_6184,54.363723,20454,2,0.582164,447.539289,Free shipping on orders over $49,Mobile,447.54,54.36
L_53359,68.780784,98870,2,0.613997,407.72515,Free shipping on orders over $49,Email,407.73,68.78
L_42162,74.578904,80505,1,0.627406,411.10737,Anastasia Beverly Hills,Email,411.11,74.58
L_47159,53.37905,88637,1,0.514222,309.554392,Anastasia Beverly Hills,Mobile,309.55,53.38
L_53624,48.14312,99288,1,0.498597,400.577998,Anastasia Beverly Hills,Mobile,400.58,48.14
L_58342,38.375595,107094,2,0.618032,598.882528,Free shipping on orders over $49,Email,598.88,38.38
L_31203,69.788469,62021,2,0.711239,440.329578,Free shipping on orders over $49,Mobile,440.33,69.79
L_20517,40.648886,44216,2,0.468388,255.97784,Free shipping on orders over $49,Mobile,255.98,40.65
L_20470,57.953485,44137,2,0.452792,422.185325,Free shipping on orders over $49,Email,422.19,57.95
L_28858,47.96287,58026,2,0.565024,262.18593,Free shipping on orders over $49,Direct Mail,262.19,47.96
L_56405,72.890204,103899,2,0.483608,605.088821,Free shipping on orders over $49,Email,605.09,72.89
L_30397,48.31915,60661,1,0.477198,345.628461,Anastasia Beverly Hills,Mobile,345.63,48.32
L_8805,69.613845,24754,1,0.55591,426.038757,Anastasia Beverly Hills,Email,426.04,69.61
L_39968,38.01147,76967,1,0.521746,355.414367,Anastasia Beverly Hills,Email,355.41,38.01
L_59542,77.2358,109127,2,0.481995,420.333504,Free shipping on orders over $49,Mobile,420.33,77.24
L_59619,57.171078,109249,1,0.512795,324.627478,Anastasia Beverly Hills,Email,324.63,57.17
L_3978,29.365173,16815,1,0.775973,339.072973,Anastasia Beverly Hills,Mobile,339.07,29.37
L_46456,40.259581,87520,2,0.55292,518.790435,Free shipping on orders over $49,Email,518.79,40.26
L_32910,42.623118,65086,1,0.503883,312.200621,Anastasia Beverly Hills,Mobile,312.2,42.62
L_29127,57.837509,58500,2,0.581656,407.088376,Free shipping on orders over $49,Email,407.09,57.84
L_33603,49.356095,66289,1,0.499343,584.872264,Anastasia Beverly Hills,Direct Mail,584.87,49.36
L_13263,75.336806,32269,2,0.539914,628.364944,Free shipping on orders over $49,Email,628.36,75.34
L_52584,61.100745,97606,2,0.551634,331.681842,Free shipping on orders over $49,Email,331.68,61.1
L_41419,85.629919,79336,1,0.478054,433.848866,Anastasia Beverly Hills,Mobile,433.85,85.63
L_3522,45.178448,16075,2,0.538311,570.450856,Free shipping on orders over $49,Direct Mail,570.45,45.18
L_47914,55.733228,89895,2,0.512283,407.686801,Free shipping on orders over $49,Mobile,407.69,55.73
L_42829,80.356155,81554,2,0.630514,392.600852,Free shipping on orders over $49,Direct Mail,392.6,80.36
L_15997,92.391461,36759,1,0.579071,469.491663,Anastasia Beverly Hills,Direct Mail,469.49,92.39
L_3639,85.196625,16246,2,0.544721,487.041456,Free shipping on orders over $49,Email,487.04,85.2
L_2880,55.013736,14983,1,0.501487,485.434097,Anastasia Beverly Hills,Email,485.43,55.01
L_20025,4.417992,43423,2,0.47007,298.829768,Free shipping on orders over $49,Mobile,298.83,4.42
L_27789,41.699568,56177,2,0.752028,354.354536,Free shipping on orders over $49,Direct Mail,354.35,41.7
L_1118,38.122203,11997,2,0.530916,534.608893,Free shipping on orders over $49,Email,534.61,38.12
L_27057,64.923232,54992,1,0.525988,413.027372,Anastasia Beverly Hills,Mobile,413.03,64.92
L_31850,50.018474,63173,1,0.593758,570.337417,Anastasia Beverly Hills,Direct Mail,570.34,50.02
L_16200,89.800445,37080,1,0.496993,509.704317,Anastasia Beverly Hills,Direct Mail,509.7,89.8
L_25503,44.340337,52482,2,0.521311,373.064469,Free shipping on orders over $49,Direct Mail,373.06,44.34
L_30992,75.338521,61673,1,0.44862,590.767814,Anastasia Beverly Hills,Direct Mail,590.77,75.34
L_1997,34.930248,13517,1,0.510137,539.40862,Anastasia Beverly Hills,Direct Mail,539.41,34.93
L_51630,55.658285,96028,1,0.533728,301.248017,Anastasia Beverly Hills,Direct Mail,301.25,55.66
L_55115,62.470493,101723,1,0.485904,499.314155,Anastasia Beverly Hills,Direct Mail,499.31,62.47
L_57029,45.965403,104981,1,0.515682,459.052222,Anastasia Beverly Hills,Email,459.05,45.97
L_33197,69.992379,65564,2,0.507414,358.155388,Free shipping on orders over $49,Mobile,358.16,69.99
L_22237,82.507716,47033,2,0.560059,428.707881,Free shipping on orders over $49,Mobile,428.71,82.51
L_49068,50.050612,91754,1,0.503537,602.810971,Anastasia Beverly Hills,Direct Mail,602.81,50.05
L_38452,36.454761,74372,2,0.514177,522.027683,Free shipping on orders over $49,Direct Mail,522.03,36.45
L_5540,50.72363,19342,2,0.48869,346.248605,Free shipping on orders over $49,Direct Mail,346.25,50.72
L_42552,52.001649,81132,1,0.554614,501.685702,Anastasia Beverly Hills,Direct Mail,501.69,52.0
L_11479,84.431889,29315,1,0.50149,455.751362,Anastasia Beverly Hills,Email,455.75,84.43
L_13586,47.204524,32793,1,0.482377,407.687036,Anastasia Beverly Hills,Email,407.69,47.2
L_40553,82.126468,77978,2,0.46595,452.81489,Free shipping on orders over $49,Direct Mail,452.81,82.13
L_20442,107.140093,44088,2,0.561986,626.046056,Free shipping on orders over $49,Email,626.05,107.14
L_49518,57.156079,92523,2,0.594143,373.280543,Free shipping on orders over $49,Direct Mail,373.28,57.16
L_1017,91.436482,11840,2,0.469105,602.155229,Free shipping on orders over $49,Direct Mail,602.16,91.44
L_16312,80.702231,37278,1,0.56616,449.486309,Anastasia Beverly Hills,Email,449.49,80.7
L_12393,59.845502,30878,2,0.489073,481.712735,Free shipping on orders over $49,Direct Mail,481.71,59.85
L_24201,80.189665,50377,1,0.540276,484.565437,Anastasia Beverly Hills,Mobile,484.57,80.19
L_31699,64.02378,62931,2,0.484832,557.927,Free shipping on orders over $49,Mobile,557.93,64.02
L_8304,39.545622,23890,2,0.515174,520.823256,Free shipping on orders over $49,Direct Mail,520.82,39.55
L_27072,62.681507,55021,2,0.559377,365.548265,Free shipping on orders over $49,Direct Mail,365.55,62.68
L_54016,69.235088,99972,1,0.590695,441.893052,Anastasia Beverly Hills,Direct Mail,441.89,69.24
L_47964,37.022496,89959,2,0.486197,202.33613,Free shipping on orders over $49,Email,202.34,37.02
L_14396,59.268991,34181,2,0.605028,387.57358,Free shipping on orders over $49,Mobile,387.57,59.27
L_1098,64.261262,11966,1,0.452524,354.906884,Anastasia Beverly Hills,Mobile,354.91,64.26
L_36986,30.868571,71978,1,0.524772,601.885319,Anastasia Beverly Hills,Email,601.89,30.87
L_46014,69.922077,86768,1,0.495469,385.009098,Anastasia Beverly Hills,Mobile,385.01,69.92
L_22010,54.348348,46655,1,0.476724,396.350456,Anastasia Beverly Hills,Mobile,396.35,54.35
L_43758,66.190615,83118,1,0.58017,387.185996,Anastasia Beverly Hills,Mobile,387.19,66.19
L_58485,90.765056,107299,1,0.477609,478.868705,Anastasia Beverly Hills,Direct Mail,478.87,90.77
L_1228,57.026711,12177,2,0.473331,319.988552,Free shipping on orders over $49,Email,319.99,57.03
L_16790,64.722771,38048,1,0.507114,411.06025,Anastasia Beverly Hills,Mobile,411.06,64.72
L_6281,62.930533,20630,2,0.458148,398.86618,Free shipping on orders over $49,Mobile,398.87,62.93
L_39653,81.922924,76393,1,0.529973,428.842743,Anastasia Beverly Hills,Email,428.84,81.92
L_5087,70.596306,18579,2,0.635818,372.993891,Free shipping on orders over $49,Email,372.99,70.6
L_37790,63.867827,73309,1,0.560673,450.86967,Anastasia Beverly Hills,Direct Mail,450.87,63.87
L_26751,69.936266,54503,2,0.489662,411.942717,Free shipping on orders over $49,Direct Mail,411.94,69.94
L_34935,62.081,68555,1,0.505585,345.515413,Anastasia Beverly Hills,Direct Mail,345.52,62.08
L_42119,91.653843,80440,2,0.536528,472.889496,Free shipping on orders over $49,Mobile,472.89,91.65
L_59948,74.004255,109764,2,0.557232,373.664376,Free shipping on orders over $49,Mobile,373.66,74.0
L_30957,58.401756,61619,2,0.443102,358.671418,Free shipping on orders over $49,Mobile,358.67,58.4
L_35018,79.128353,68693,2,0.506102,573.481266,Free shipping on orders over $49,Mobile,573.48,79.13
L_17363,47.185694,38996,2,0.44704,382.194777,Free shipping on orders over $49,Email,382.19,47.19
L_42472,66.978689,81004,2,0.509603,353.92362,Free shipping on orders over $49,Direct Mail,353.92,66.98
L_30262,49.002154,60450,1,0.552622,301.880161,Anastasia Beverly Hills,Email,301.88,49.0
L_4453,66.107857,17584,2,0.408066,387.77515,Free shipping on orders over $49,Mobile,387.78,66.11
L_10096,69.877399,26961,2,0.506728,349.779631,Free shipping on orders over $49,Mobile,349.78,69.88
L_49473,64.164967,92435,2,0.452866,443.983952,Free shipping on orders over $49,Email,443.98,64.16
L_3044,45.101101,15262,2,0.482043,416.460485,Free shipping on orders over $49,Mobile,416.46,45.1
L_59368,21.7841,108844,1,0.445001,373.762826,Anastasia Beverly Hills,Direct Mail,373.76,21.78
L_4326,76.855066,17396,1,0.475957,501.839959,Anastasia Beverly Hills,Email,501.84,76.86
L_8355,61.089245,23966,1,0.687398,302.855273,Anastasia Beverly Hills,Direct Mail,302.86,61.09
L_2063,45.419459,13648,1,0.401689,440.941101,Anastasia Beverly Hills,Email,440.94,45.42
L_27907,71.998034,56351,2,0.605796,479.223827,Free shipping on orders over $49,Mobile,479.22,72.0
L_32690,52.979384,64659,1,0.514494,519.999387,Anastasia Beverly Hills,Direct Mail,520.0,52.98
L_58883,59.683623,108020,2,0.474606,311.283178,Free shipping on orders over $49,Direct Mail,311.28,59.68
L_8162,87.439742,23660,1,0.517248,511.487558,Anastasia Beverly Hills,Mobile,511.49,87.44
L_41813,57.505298,79947,2,0.473586,449.348277,Free shipping on orders over $49,Email,449.35,57.51
L_35601,71.693615,69708,2,0.569051,402.38062,Free shipping on orders over $49,Email,402.38,71.69
L_19109,56.360297,41834,2,0.595924,409.066729,Free shipping on orders over $49,Mobile,409.07,56.36
L_46235,80.700157,87141,1,0.425618,455.621718,Anastasia Beverly Hills,Direct Mail,455.62,80.7
L_51302,81.757884,95496,1,0.514451,439.868508,Anastasia Beverly Hills,Direct Mail,439.87,81.76
L_38376,89.34222,74237,1,0.507141,506.104959,Anastasia Beverly Hills,Email,506.1,89.34
L_1184,79.41911,12105,1,0.5842,466.240012,Anastasia Beverly Hills,Email,466.24,79.42
L_16478,51.595,37530,2,0.701296,358.575749,Free shipping on orders over $49,Email,358.58,51.6
L_26800,81.434868,54597,1,0.671395,540.837588,Anastasia Beverly Hills,Mobile,540.84,81.43
L_9932,47.713112,26711,2,0.499904,321.150028,Free shipping on orders over $49,Direct Mail,321.15,47.71
L_44975,34.551163,85116,1,0.534941,235.010356,Anastasia Beverly Hills,Mobile,235.01,34.55
L_3982,82.861643,16823,1,0.515414,415.673561,Anastasia Beverly Hills,Mobile,415.67,82.86
L_37435,84.78002,72748,1,0.568753,516.841754,Anastasia Beverly Hills,Direct Mail,516.84,84.78
L_34929,61.701404,68545,2,0.510671,356.328405,Free shipping on orders over $49,Mobile,356.33,61.7
L_18715,78.257293,41204,1,0.477175,385.723615,Anastasia Beverly Hills,Direct Mail,385.72,78.26
L_734,67.593857,11366,1,0.49034,409.828907,Anastasia Beverly Hills,Email,409.83,67.59
L_2070,49.267114,13656,2,0.472754,472.894866,Free shipping on orders over $49,Mobile,472.89,49.27
L_36866,84.485183,71787,2,0.509451,414.915431,Free shipping on orders over $49,Direct Mail,414.92,84.49
L_42079,59.932833,80377,1,0.690004,416.827861,Anastasia Beverly Hills,Email,416.83,59.93
L_20558,56.828624,44285,1,0.575244,584.830793,Anastasia Beverly Hills,Mobile,584.83,56.83
L_33725,92.892904,66503,1,0.460071,445.828878,Anastasia Beverly Hills,Email,445.83,92.89
L_46382,100.76556,87402,2,0.558601,562.403208,Free shipping on orders over $49,Direct Mail,562.4,100.77
L_716,96.534897,11329,1,0.447161,546.140227,Anastasia Beverly Hills,Email,546.14,96.53
L_31722,71.00752,62972,1,0.528527,428.742398,Anastasia Beverly Hills,Email,428.74,71.01
L_3326,69.895256,15746,2,0.486778,373.791169,Free shipping on orders over $49,Email,373.79,69.9
L_27598,35.070085,55868,2,0.473029,258.747054,Free shipping on orders over $49,Email,258.75,35.07
L_15992,61.304255,36751,1,0.554684,375.351004,Anastasia Beverly Hills,Email,375.35,61.3
L_27002,61.515742,54904,1,0.486679,364.84135,Anastasia Beverly Hills,Mobile,364.84,61.52
L_41215,72.849233,79004,1,0.556869,409.478393,Anastasia Beverly Hills,Mobile,409.48,72.85
L_32815,95.263151,64909,1,0.536408,533.967367,Anastasia Beverly Hills,Mobile,533.97,95.26
L_32220,55.410844,63836,1,0.472332,424.412192,Anastasia Beverly Hills,Email,424.41,55.41
