90,292167,281639,28.05,161985.2855,3.738118655,293430,4.186442171,166541.7665,1055,328527.052,195134,10%,43,60.2,4538,288892,Luxury,166541.77,1.0
127,192427,185960,7.71,32761.0392,3.477629598,193628,4.123335992,330345.9624,1042,363107.0016,391392,10%,72,100.8,5436,188192,Luxury,330345.96,1.0
113,268981,242930,29.77,161209.7482,10.72366525,267354,10.05354402,326207.2406,1535,487416.9888,1585296,10%,72,100.8,22018,245336,Drink,326207.24,1.0
143,133218,127655,11.05,28638.713,4.357839489,130974,2.599326763,177607.831,1634,206246.544,7380,10%,60,84,123,130851,Meat,177607.83,1.0
148,187619,179743,66.17,242022.1692,4.381811809,185743,3.337755462,165945.99,1714,407968.1592,84840,10%,84,117.6,1010,184733,Meat,165945.99,1.0
154,223213,221328,64.59,289732.9983,0.851677149,227434,2.758468552,80051.1465,1087,369784.1448,292950,10%,62,86.8,4725,222709,Meat,80051.15,1.0
123,133701,123504,17.2,52672.2,8.256412748,133080,7.753151255,281102.472,1543,333774.672,1035762,10%,98,137.2,10569,122511,Confection,281102.47,1.0
31,190111,185443,63.46,240811.4092,2.517215533,194466,4.86526689,51884.0596,1110,292695.4688,296206,10%,58,81.2,5107,189359,Luxury,51884.06,1.0
178,194682,180471,24.04,98685.7836,7.874395332,193796,7.382988416,348472.3404,1881,447158.124,1188720,10%,90,126,13208,180588,Luxury,348472.34,1.0
42,288495,273683,50.64,287542.7944,5.412100861,286992,4.862688129,352956.0688,1255,640498.8632,879694,10%,86,120.4,10229,276763,Luxury,352956.07,1.0
139,248394,236553,27.06,133297.0492,5.005643556,250829,6.035003959,106173.8846,1642,239470.9338,525400,10%,37,51.8,14200,236629,Luxury,106173.88,1.0
181,200986,189386,31.13,126808.7786,6.125056762,199566,5.3752335,369121.039,1466,495929.8176,847680,10%,96,134.4,8830,190736,Luxury,369121.04,1.0
61,274833,253583,32.96,180636.5264,8.379899283,277934,9.602761417,503420.1224,1830,684056.6488,825276,10%,97,135.8,8508,269426,Confection,503420.12,1.0
92,272779,257857,34.62,187141.242,5.786928414,276789,7.341837109,189028.3462,1844,376169.5882,590208,10%,53,74.2,11136,265653,Luxury,189028.35,1.0
72,123773,111106,35.8,86534.352,11.40082444,124733,12.26456213,213669.1488,1891,300203.5008,335520,10%,96,134.4,3495,121238,Drink,213669.15,1.0
151,144264,140051,21.18,61197.5448,3.008189874,145010,3.540149821,185012.0552,1958,246209.6,121875,10%,65,91,1875,143135,Meat,185012.06,1.0
49,206831,198343,56.07,230121.6749,4.279455287,208957,5.351050973,218880.1217,1346,449001.7966,538919,10%,83,116.2,6493,202464,Luxury,218880.12,1.0
121,318303,286270,41.56,256046.6456,11.18978587,317437,10.88720676,448612.14,1634,704658.7856,975128,10%,88,123.2,11081,306356,Drink,448612.14,1.0
132,270040,265222,12.92,70064.9772,1.816591384,270722,2.073613942,157909.5892,1227,227974.5664,137696,10%,32,44.8,4303,266419,Meat,157909.59,1.0
54,135335,131192,28.94,76839.758,3.157966949,134318,2.382312455,18445.8016,1161,95285.5596,-1620,10%,27,37.8,-60,134378,Meat,18445.8,1.0
45,104393,102895,16.41,34857.8229,1.455853054,105213,2.252776602,97920.4395,1069,132778.2624,107472,10%,48,67.2,2239,102974,Meat,97920.44,1.0
77,186778,169104,8.25,46440.345,10.45155644,186815,10.47324455,406806.855,1652,453247.2,1868256,10%,96,134.4,19461,167354,Drink,406806.86,1.0
172,319282,289998,30.38,190895.691,10.09800068,319884,10.30529926,577702.797,1948,768598.488,825265,10%,95,133,8687,311197,Confection,577702.8,1.0
29,138184,126319,30.63,82200.414,9.392886264,135514,7.278476783,195874.978,1368,278075.392,324240,10%,80,112,4053,131461,Confection,195874.98,1.0
97,146014,143090,23.87,71205.2859,2.043469145,146404,2.3158623,305893.8533,1208,377099.1392,278026,10%,98,137.2,2837,143567,Meat,305893.85,1.0
50,139210,131644,46.69,128952.9637,5.747318526,141624,7.580991092,139480.4379,1387,268433.4016,369630,10%,74,103.6,4995,136629,Confection,139480.44,1.0
8,268134,251072,21.01,110894.8137,6.795660209,263224,4.83966815,264844.8583,1364,375739.672,459745,10%,55,77,8359,254865,Luxury,264844.86,1.0
101,301799,283596,21.68,131187.7756,6.418637781,295848,4.320086665,569332.8452,1177,700520.6208,730457,10%,91,127.4,8027,287821,Luxury,569332.85,1.0
103,106284,102650,14.5,30987.18,3.540185095,107329,4.557945335,97327.3084,1239,128314.4884,78890,10%,46,64.4,1715,105614,Luxury,97327.31,1.0
156,308379,285682,43.61,262708.3949,7.944847768,307252,7.550328702,398449.1539,1432,661157.5488,858900,10%,84,117.6,10225,297027,Confection,398449.15,1.0
68,168443,158395,46.87,155467.7494,6.343634584,168654,6.47642424,196280.453,1660,351748.2024,517347,10%,81,113.4,6387,162267,Luxury,196280.45,1.0
25,298699,274242,7.34,49097.063,8.918035895,294322,7.321821334,305651.6614,1889,354748.7244,872743,10%,47,65.8,18569,275753,Luxury,305651.66,1.0
48,213504,204651,24.51,103166.3559,4.325901168,213973,4.554747159,80352.3795,1195,183518.7354,218295,10%,33,46.2,6615,207358,Luxury,80352.38,1.0
177,309994,286187,32.61,199575.6577,8.318686733,315538,10.25562866,359192.1183,1935,558767.776,627760,10%,70,98,8968,306570,Confection,359192.12,1.0
168,120673,117961,6.54,16259.3216,2.299064945,121932,3.366092135,53872.2168,1940,70131.5384,81158,10%,22,30.8,3689,118243,Meat,53872.22,1.0
