Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,HistoricalResponseChannel,CLV,HistoricalOfferId,HistoricalOffername,response,Revenue,CostToServe,OfferProbability,Channel,ChannelProbability,OfferID,OfferDescription
12547.000000,"M","Men's Career",323.070000,"YES","Mobile",32307.300000,4.000000,"Home Closeout",1.000000,449.480000,12.950000,0.825014,"Mobile",0.950000,2.000000,"Discount of Womens Active Shoes"
12582.000000,"M","Men's Sportswear",256.010000,"NO","Email",25601.400000,1.000000,"Anastasia Beverly Hills",1.000000,426.690000,74.400000,0.491365,"Email",0.800000,1.000000,"Anastasia Beverly Hills"
12584.000000,"F","Women's Shoes",466.320000,"YES","Mobile",46632.300000,1.000000,"Anastasia Beverly Hills",1.000000,536.590000,55.300000,0.393503,"Mobile",0.967213,1.000000,"Anastasia Beverly Hills"
12694.000000,"F","Men's Casual",158.630000,"NO","Email",15863.400000,1.000000,"Anastasia Beverly Hills",1.000000,352.580000,98.880000,0.610199,"Email",0.920000,1.000000,"Anastasia Beverly Hills"
12782.000000,"F","Men's Sportswear",313.300000,"NO","Direct Mail",31329.600000,4.000000,"Home Closeout",1.000000,527.190000,82.200000,0.459155,"Direct Mail",0.952381,10.000000,"Womens Sweater Sale"
12800.000000,"F","Men's Casual",257.390000,"YES","Mobile",25738.800000,1.000000,"Anastasia Beverly Hills",1.000000,98.860000,79.610000,0.660931,"Mobile",0.920000,1.000000,"Anastasia Beverly Hills"
12938.000000,"F","Men's Sportswear",494.840000,"NO","Direct Mail",49483.600000,4.000000,"Home Closeout",1.000000,269.860000,97.760000,0.455315,"Direct Mail",0.951220,4.000000,"Home Closeout"
13325.000000,"F","Women's Shoes",412.810000,"NO","Mobile",41280.500000,8.000000,"Free shipping on orders over $49",1.000000,338.190000,100.850000,0.482807,"Mobile",0.953488,1.000000,"Anastasia Beverly Hills"
13518.000000,"F","Men's Casual",163.790000,"YES","Mobile",16379.400000,11.000000,"Save 20% Career Suits",1.000000,349.550000,64.540000,0.535484,"Mobile",0.952381,1.000000,"Anastasia Beverly Hills"
13564.000000,"F","Home goods",315.830000,"YES","Direct Mail",31583.000000,3.000000,"Dress sale - 30 percent off",1.000000,161.670000,78.180000,0.511097,"Direct Mail",0.857143,10.000000,"Womens Sweater Sale"
13722.000000,"M","Women's Sportwear",362.170000,"NO","Mobile",36216.800000,1.000000,"Anastasia Beverly Hills",1.000000,372.570000,73.840000,0.504419,"Mobile",0.900000,1.000000,"Anastasia Beverly Hills"
13747.000000,"F","Men's Casual",123.370000,"NO","Mobile",12337.400000,7.000000,"Shoe and Handbag sale",1.000000,331.890000,50.900000,0.457522,"Mobile",0.947368,1.000000,"Anastasia Beverly Hills"
13893.000000,"F","Women's Shoes",248.040000,"YES","Mobile",24804.300000,2.000000,"Discount of Womens Active Shoes",1.000000,196.990000,108.080000,0.341819,"Mobile",0.925926,10.000000,"Womens Sweater Sale"
13903.000000,"F","Home goods",291.650000,"NO","Email",29164.700000,1.000000,"Anastasia Beverly Hills",1.000000,412.140000,50.940000,0.386542,"Email",0.777778,1.000000,"Anastasia Beverly Hills"
14015.000000,"M","Women's Shoes",318.660000,"NO","Email",31865.700000,4.000000,"Home Closeout",1.000000,384.860000,82.390000,0.354770,"Email",0.857143,4.000000,"Home Closeout"
14107.000000,"F","Women's Shoes",129.510000,"NO","Mobile",12950.800000,2.000000,"Discount of Womens Active Shoes",1.000000,201.440000,53.490000,0.432266,"Mobile",0.947368,1.000000,"Anastasia Beverly Hills"
14301.000000,"M","Women's Sportwear",399.170000,"NO","Email",39917.100000,2.000000,"Discount of Womens Active Shoes",1.000000,302.590000,77.360000,0.505617,"Email",0.964286,1.000000,"Anastasia Beverly Hills"
14368.000000,"F","Men's Career",349.180000,"NO","Direct Mail",34917.800000,5.000000,"Johnston and Murphy",1.000000,291.990000,31.160000,0.510247,"Direct Mail",0.952381,1.000000,"Anastasia Beverly Hills"
14514.000000,"F","Women's Sportwear",316.020000,"YES","Mobile",31601.600000,5.000000,"Johnston and Murphy",1.000000,280.890000,89.220000,0.309651,"Mobile",0.900000,4.000000,"Home Closeout"
14630.000000,"M","Women's Shoes",195.790000,"NO","Email",19578.800000,4.000000,"Home Closeout",1.000000,228.160000,63.760000,0.440507,"Email",0.939394,4.000000,"Home Closeout"
14658.000000,"F","Men's Career",468.050000,"YES","Mobile",46804.800000,5.000000,"Johnston and Murphy",1.000000,295.340000,22.030000,0.484291,"Mobile",0.967213,5.000000,"Johnston and Murphy"
14692.000000,"F","Men's Sportswear",408.880000,"YES","Mobile",40887.500000,4.000000,"Home Closeout",1.000000,374.320000,76.510000,0.447769,"Mobile",0.953488,1.000000,"Anastasia Beverly Hills"
14743.000000,"M","Home goods",216.810000,"YES","Email",21681.300000,1.000000,"Anastasia Beverly Hills",1.000000,361.100000,112.460000,0.442852,"Email",0.925926,2.000000,"Discount of Womens Active Shoes"
14759.000000,"M","Home goods",148.670000,"YES","Mobile",14867.100000,3.000000,"Dress sale - 30 percent off",1.000000,494.120000,48.280000,0.355377,"Mobile",0.952381,1.000000,"Anastasia Beverly Hills"
14875.000000,"M","Men's Casual",185.150000,"YES","Direct Mail",18515.300000,2.000000,"Discount of Womens Active Shoes",1.000000,289.090000,55.910000,0.441457,"Direct Mail",0.913043,2.000000,"Discount of Womens Active Shoes"
14890.000000,"M","Men's Sportswear",319.000000,"YES","Direct Mail",31899.700000,2.000000,"Discount of Womens Active Shoes",1.000000,315.090000,57.420000,0.434225,"Direct Mail",0.952381,4.000000,"Home Closeout"
14891.000000,"F","Home goods",183.910000,"NO","Email",18391.000000,4.000000,"Home Closeout",1.000000,389.820000,64.570000,0.478494,"Email",0.916667,6.000000,"Lancome Gift with Purchase"
14912.000000,"M","Home goods",391.560000,"YES","Direct Mail",39155.900000,4.000000,"Home Closeout",1.000000,498.160000,43.510000,0.498425,"Direct Mail",0.931034,4.000000,"Home Closeout"
14996.000000,"M","Women's Sportwear",222.590000,"YES","Email",22259.100000,2.000000,"Discount of Womens Active Shoes",1.000000,223.720000,57.130000,0.336733,"Email",0.800000,4.000000,"Home Closeout"
15068.000000,"M","Men's Casual",178.950000,"YES","Direct Mail",17894.800000,7.000000,"Shoe and Handbag sale",1.000000,327.970000,64.030000,0.449336,"Direct Mail",0.913043,1.000000,"Anastasia Beverly Hills"
15072.000000,"M","Women's Shoes",416.460000,"NO","Mobile",41645.700000,4.000000,"Home Closeout",1.000000,452.440000,51.520000,0.448915,"Mobile",0.953488,1.000000,"Anastasia Beverly Hills"
15099.000000,"M","Women's Career",112.730000,"NO","Mobile",11273.100000,1.000000,"Anastasia Beverly Hills",1.000000,422.990000,60.270000,0.423850,"Mobile",0.947368,1.000000,"Anastasia Beverly Hills"
15109.000000,"M","Men's Casual",135.360000,"YES","Mobile",13535.600000,6.000000,"Lancome Gift with Purchase",1.000000,381.010000,93.480000,0.393658,"Mobile",0.952381,2.000000,"Discount of Womens Active Shoes"
15177.000000,"F","Men's Casual",247.920000,"NO","Mobile",24791.900000,11.000000,"Save 20% Career Suits",1.000000,494.590000,59.560000,0.473523,"Mobile",0.920000,1.000000,"Anastasia Beverly Hills"
15306.000000,"M","Women's Shoes",223.250000,"NO","Email",22324.800000,4.000000,"Home Closeout",1.000000,405.390000,61.420000,0.429739,"Email",0.900000,1.000000,"Anastasia Beverly Hills"
15317.000000,"M","Men's Career",438.940000,"YES","Mobile",43894.100000,3.000000,"Dress sale - 30 percent off",1.000000,239.160000,51.430000,0.337833,"Mobile",0.967213,4.000000,"Home Closeout"
15590.000000,"M","Men's Casual",440.700000,"NO","Email",44070.400000,1.000000,"Anastasia Beverly Hills",1.000000,218.370000,41.480000,0.418031,"Email",0.976190,1.000000,"Anastasia Beverly Hills"
15629.000000,"F","Men's Career",170.040000,"YES","Email",17004.000000,6.000000,"Lancome Gift with Purchase",1.000000,416.190000,98.050000,0.489064,"Email",0.846154,1.000000,"Anastasia Beverly Hills"
15650.000000,"M","Home goods",487.560000,"YES","Mobile",48755.900000,10.000000,"Womens Sweater Sale",1.000000,501.500000,85.140000,0.528363,"Mobile",0.941176,4.000000,"Home Closeout"
15663.000000,"F","Women's Shoes",451.900000,"YES","Mobile",45190.100000,7.000000,"Shoe and Handbag sale",1.000000,268.420000,80.580000,0.335291,"Mobile",0.967213,4.000000,"Home Closeout"
15835.000000,"F","Home goods",243.640000,"YES","Email",24364.200000,10.000000,"Womens Sweater Sale",1.000000,259.970000,47.080000,0.318357,"Email",0.925926,3.000000,"Dress sale - 30 percent off"
15882.000000,"M","Home goods",207.040000,"YES","Email",20703.500000,4.000000,"Home Closeout",1.000000,413.340000,86.440000,0.510483,"Email",0.925926,6.000000,"Lancome Gift with Purchase"
16055.000000,"M","Women's Shoes",405.420000,"YES","Email",40541.500000,10.000000,"Womens Sweater Sale",1.000000,337.380000,63.360000,0.365283,"Email",0.964286,1.000000,"Anastasia Beverly Hills"
16220.000000,"M","Men's Career",347.870000,"NO","Direct Mail",34787.200000,4.000000,"Home Closeout",1.000000,465.070000,91.020000,0.483979,"Direct Mail",0.952381,1.000000,"Anastasia Beverly Hills"
16287.000000,"F","Men's Sportswear",425.530000,"NO","Email",42553.400000,1.000000,"Anastasia Beverly Hills",1.000000,428.490000,68.200000,0.445850,"Email",0.976190,1.000000,"Anastasia Beverly Hills"
16316.000000,"M","Women's Sportwear",391.700000,"NO","Direct Mail",39170.100000,1.000000,"Anastasia Beverly Hills",1.000000,537.420000,75.000000,0.518820,"Direct Mail",0.931034,1.000000,"Anastasia Beverly Hills"
16342.000000,"M","Men's Sportswear",463.810000,"NO","Mobile",46381.400000,11.000000,"Save 20% Career Suits",1.000000,642.070000,77.400000,0.632950,"Mobile",0.857143,4.000000,"Home Closeout"
16350.000000,"F","Men's Career",318.920000,"YES","Mobile",31892.300000,1.000000,"Anastasia Beverly Hills",1.000000,359.510000,42.530000,0.368749,"Mobile",0.960784,5.000000,"Johnston and Murphy"
17064.000000,"F","Women's Shoes",153.260000,"YES","Direct Mail",15325.900000,7.000000,"Shoe and Handbag sale",1.000000,369.470000,46.050000,0.415838,"Direct Mail",0.857143,1.000000,"Anastasia Beverly Hills"
17110.000000,"M","Men's Sportswear",127.210000,"YES","Email",12721.400000,4.000000,"Home Closeout",1.000000,265.130000,75.810000,0.517610,"Email",0.818182,4.000000,"Home Closeout"
17133.000000,"M","Men's Career",213.280000,"YES","Mobile",21328.400000,1.000000,"Anastasia Beverly Hills",1.000000,341.000000,40.200000,0.383056,"Mobile",0.818182,4.000000,"Home Closeout"
17201.000000,"M","Women's Career",377.750000,"NO","Mobile",37774.600000,1.000000,"Anastasia Beverly Hills",1.000000,295.570000,67.970000,0.537800,"Mobile",0.960784,1.000000,"Anastasia Beverly Hills"
17375.000000,"M","Women's Shoes",127.640000,"YES","Direct Mail",12764.100000,5.000000,"Johnston and Murphy",1.000000,451.780000,95.120000,0.511492,"Direct Mail",0.857143,4.000000,"Home Closeout"
17470.000000,"F","Women's Career",190.760000,"NO","Email",19075.600000,6.000000,"Lancome Gift with Purchase",1.000000,427.570000,58.650000,0.387236,"Email",0.833333,2.000000,"Discount of Womens Active Shoes"
17571.000000,"F","Women's Career",152.700000,"YES","Mobile",15270.000000,1.000000,"Anastasia Beverly Hills",1.000000,205.770000,70.620000,0.544772,"Mobile",0.952381,1.000000,"Anastasia Beverly Hills"
17590.000000,"M","Women's Shoes",301.200000,"YES","Mobile",30120.100000,11.000000,"Save 20% Career Suits",1.000000,366.780000,96.690000,0.420796,"Mobile",0.960784,2.000000,"Discount of Womens Active Shoes"
17747.000000,"M","Men's Casual",338.600000,"YES","Mobile",33860.100000,10.000000,"Womens Sweater Sale",1.000000,310.250000,79.880000,0.331616,"Mobile",0.960784,2.000000,"Discount of Womens Active Shoes"
17809.000000,"M","Women's Shoes",396.020000,"YES","Mobile",39601.500000,11.000000,"Save 20% Career Suits",1.000000,466.040000,82.180000,0.368698,"Mobile",0.964912,4.000000,"Home Closeout"
17830.000000,"F","Women's Shoes",280.200000,"NO","Mobile",28019.800000,1.000000,"Anastasia Beverly Hills",1.000000,318.290000,83.500000,0.474529,"Mobile",0.960784,1.000000,"Anastasia Beverly Hills"
17864.000000,"F","Home goods",356.560000,"NO","Direct Mail",35656.200000,1.000000,"Anastasia Beverly Hills",1.000000,354.950000,79.750000,0.440659,"Direct Mail",0.818182,1.000000,"Anastasia Beverly Hills"
17939.000000,"F","Women's Sportwear",158.760000,"NO","Email",15875.500000,6.000000,"Lancome Gift with Purchase",1.000000,279.340000,81.590000,0.626284,"Email",0.857143,1.000000,"Anastasia Beverly Hills"
18030.000000,"F","Men's Casual",129.940000,"YES","Mobile",12994.200000,1.000000,"Anastasia Beverly Hills",1.000000,335.830000,65.730000,0.353652,"Mobile",0.846154,11.000000,"Save 20% Career Suits"
18079.000000,"M","Home goods",248.160000,"YES","Mobile",24816.000000,3.000000,"Dress sale - 30 percent off",1.000000,409.300000,62.570000,0.298270,"Mobile",0.846154,1.000000,"Anastasia Beverly Hills"
18126.000000,"F","Women's Shoes",347.130000,"NO","Mobile",34713.400000,1.000000,"Anastasia Beverly Hills",1.000000,577.860000,91.720000,0.625644,"Mobile",0.948718,1.000000,"Anastasia Beverly Hills"
18143.000000,"F","Women's Sportwear",435.880000,"YES","Email",43588.400000,1.000000,"Anastasia Beverly Hills",1.000000,296.810000,91.540000,0.356414,"Email",0.909091,4.000000,"Home Closeout"
18228.000000,"M","Women's Sportwear",317.280000,"NO","Email",31727.500000,4.000000,"Home Closeout",1.000000,503.920000,67.290000,0.401804,"Email",0.964912,4.000000,"Home Closeout"
18331.000000,"F","Men's Sportswear",478.980000,"YES","Mobile",47898.000000,1.000000,"Anastasia Beverly Hills",1.000000,286.850000,57.590000,0.368664,"Mobile",0.894737,4.000000,"Home Closeout"
18334.000000,"F","Women's Shoes",424.340000,"NO","Email",42434.300000,6.000000,"Lancome Gift with Purchase",1.000000,374.850000,62.970000,0.406611,"Email",0.976190,1.000000,"Anastasia Beverly Hills"
18464.000000,"M","Home goods",209.390000,"YES","Mobile",20938.900000,4.000000,"Home Closeout",1.000000,331.870000,41.200000,0.515485,"Mobile",0.920000,4.000000,"Home Closeout"
18517.000000,"M","Women's Career",425.090000,"YES","Mobile",42509.400000,1.000000,"Anastasia Beverly Hills",1.000000,316.970000,68.800000,0.357350,"Mobile",0.904762,4.000000,"Home Closeout"
18708.000000,"F","Men's Sportswear",307.870000,"YES","Email",30786.800000,4.000000,"Home Closeout",1.000000,440.810000,40.450000,0.356359,"Email",0.964912,10.000000,"Womens Sweater Sale"
18724.000000,"F","Men's Career",491.780000,"NO","Email",49177.500000,3.000000,"Dress sale - 30 percent off",1.000000,462.610000,62.150000,0.479110,"Email",0.833333,1.000000,"Anastasia Beverly Hills"
18917.000000,"M","Women's Shoes",479.350000,"NO","Mobile",47934.600000,2.000000,"Discount of Womens Active Shoes",1.000000,488.240000,73.380000,0.451173,"Mobile",0.894737,4.000000,"Home Closeout"
18920.000000,"M","Men's Sportswear",453.680000,"NO","Email",45368.300000,4.000000,"Home Closeout",1.000000,367.030000,44.750000,0.572857,"Email",0.976190,4.000000,"Home Closeout"
18953.000000,"F","Men's Career",242.570000,"NO","Mobile",24256.900000,1.000000,"Anastasia Beverly Hills",1.000000,423.170000,51.810000,0.520168,"Mobile",0.900000,1.000000,"Anastasia Beverly Hills"
19041.000000,"F","Men's Career",146.820000,"NO","Mobile",14682.300000,1.000000,"Anastasia Beverly Hills",1.000000,417.710000,53.930000,0.652834,"Mobile",0.975309,1.000000,"Anastasia Beverly Hills"
19078.000000,"M","Men's Career",388.520000,"YES","Email",38852.000000,1.000000,"Anastasia Beverly Hills",1.000000,442.610000,108.190000,0.362294,"Email",0.953488,7.000000,"Shoe and Handbag sale"
19193.000000,"M","Women's Sportwear",223.500000,"NO","Mobile",22349.600000,8.000000,"Free shipping on orders over $49",1.000000,271.070000,101.160000,0.400218,"Mobile",0.937500,1.000000,"Anastasia Beverly Hills"
19209.000000,"M","Women's Shoes",463.670000,"YES","Mobile",46367.000000,1.000000,"Anastasia Beverly Hills",1.000000,423.840000,62.360000,0.381044,"Mobile",0.967213,4.000000,"Home Closeout"
19211.000000,"M","Men's Casual",359.550000,"NO","Mobile",35954.500000,4.000000,"Home Closeout",1.000000,352.690000,100.500000,0.503126,"Mobile",0.904762,1.000000,"Anastasia Beverly Hills"
19268.000000,"F","Men's Casual",250.550000,"YES","Email",25055.000000,11.000000,"Save 20% Career Suits",1.000000,355.020000,79.620000,0.404022,"Email",0.916667,1.000000,"Anastasia Beverly Hills"
19519.000000,"M","Men's Sportswear",124.080000,"YES","Mobile",12408.300000,3.000000,"Dress sale - 30 percent off",1.000000,325.440000,81.030000,0.543973,"Mobile",0.833333,4.000000,"Home Closeout"
19613.000000,"F","Women's Sportwear",461.510000,"YES","Mobile",46150.700000,5.000000,"Johnston and Murphy",1.000000,513.140000,50.590000,0.352034,"Mobile",0.967213,4.000000,"Home Closeout"
19915.000000,"F","Men's Sportswear",400.870000,"NO","Email",40086.800000,1.000000,"Anastasia Beverly Hills",1.000000,430.880000,42.510000,0.552492,"Email",0.947368,1.000000,"Anastasia Beverly Hills"
19999.000000,"F","Men's Career",171.610000,"NO","Mobile",17160.600000,1.000000,"Anastasia Beverly Hills",1.000000,206.120000,86.940000,0.692953,"Mobile",0.818182,1.000000,"Anastasia Beverly Hills"
20158.000000,"M","Men's Career",237.440000,"YES","Direct Mail",23744.100000,5.000000,"Johnston and Murphy",1.000000,539.310000,61.580000,0.378708,"Direct Mail",0.846154,3.000000,"Dress sale - 30 percent off"
20260.000000,"M","Men's Sportswear",131.240000,"YES","Direct Mail",13124.300000,4.000000,"Home Closeout",1.000000,449.380000,86.650000,0.674986,"Direct Mail",0.967742,4.000000,"Home Closeout"
20325.000000,"M","Women's Career",153.560000,"YES","Mobile",15356.000000,2.000000,"Discount of Womens Active Shoes",1.000000,409.680000,40.270000,0.389982,"Mobile",0.975309,1.000000,"Anastasia Beverly Hills"
20362.000000,"M","Women's Shoes",317.200000,"YES","Email",31720.000000,2.000000,"Discount of Womens Active Shoes",1.000000,404.690000,73.220000,0.433601,"Email",0.964912,2.000000,"Discount of Womens Active Shoes"
20386.000000,"F","Women's Sportwear",398.300000,"YES","Direct Mail",39829.600000,3.000000,"Dress sale - 30 percent off",1.000000,487.970000,90.560000,0.391773,"Direct Mail",0.857143,4.000000,"Home Closeout"
20521.000000,"M","Men's Sportswear",463.000000,"NO","Email",46300.000000,1.000000,"Anastasia Beverly Hills",1.000000,382.230000,72.680000,0.534397,"Email",0.976190,4.000000,"Home Closeout"
20556.000000,"M","Women's Shoes",204.100000,"NO","Mobile",20410.400000,1.000000,"Anastasia Beverly Hills",1.000000,407.410000,74.050000,0.443680,"Mobile",0.833333,4.000000,"Home Closeout"
20844.000000,"F","Home goods",243.930000,"YES","Email",24392.700000,5.000000,"Johnston and Murphy",1.000000,493.790000,63.400000,0.359576,"Email",0.857143,5.000000,"Johnston and Murphy"
20849.000000,"F","Men's Casual",449.830000,"NO","Email",44982.500000,3.000000,"Dress sale - 30 percent off",1.000000,232.040000,67.360000,0.369532,"Email",0.976190,1.000000,"Anastasia Beverly Hills"
20991.000000,"M","Women's Shoes",375.080000,"YES","Mobile",37507.600000,4.000000,"Home Closeout",1.000000,454.590000,84.970000,0.421634,"Mobile",0.904762,4.000000,"Home Closeout"
21187.000000,"F","Men's Sportswear",205.740000,"YES","Direct Mail",20574.400000,2.000000,"Discount of Womens Active Shoes",1.000000,230.250000,97.820000,0.476069,"Direct Mail",0.846154,4.000000,"Home Closeout"
21347.000000,"F","Home goods",430.070000,"YES","Direct Mail",43007.000000,5.000000,"Johnston and Murphy",1.000000,283.660000,74.520000,0.421827,"Direct Mail",0.935484,4.000000,"Home Closeout"
21543.000000,"F","Home goods",139.180000,"NO","Direct Mail",13917.600000,4.000000,"Home Closeout",1.000000,423.440000,71.040000,0.417407,"Direct Mail",0.931034,4.000000,"Home Closeout"
21787.000000,"M","Men's Career",195.370000,"NO","Email",19536.900000,4.000000,"Home Closeout",1.000000,223.810000,77.120000,0.400936,"Email",0.846154,4.000000,"Home Closeout"
21814.000000,"M","Men's Career",223.740000,"NO","Mobile",22374.100000,4.000000,"Home Closeout",1.000000,444.580000,41.720000,0.379412,"Mobile",0.900000,5.000000,"Johnston and Murphy"
21875.000000,"F","Women's Shoes",107.270000,"NO","Email",10726.700000,1.000000,"Anastasia Beverly Hills",1.000000,437.930000,60.720000,0.361930,"Email",0.935484,2.000000,"Discount of Womens Active Shoes"
22316.000000,"F","Women's Career",297.580000,"YES","Email",29757.900000,4.000000,"Home Closeout",1.000000,240.870000,97.920000,0.324730,"Email",0.882353,4.000000,"Home Closeout"
23037.000000,"F","Men's Sportswear",460.160000,"YES","Email",46015.700000,1.000000,"Anastasia Beverly Hills",1.000000,494.910000,65.300000,0.412082,"Email",0.833333,4.000000,"Home Closeout"
23380.000000,"M","Women's Shoes",364.900000,"NO","Direct Mail",36490.300000,10.000000,"Womens Sweater Sale",1.000000,483.580000,71.780000,0.450983,"Direct Mail",0.909091,4.000000,"Home Closeout"
23419.000000,"F","Women's Shoes",156.200000,"NO","Email",15620.100000,4.000000,"Home Closeout",1.000000,306.420000,67.990000,0.522781,"Email",0.904762,1.000000,"Anastasia Beverly Hills"
23501.000000,"M","Home goods",102.250000,"YES","Email",10225.000000,8.000000,"Free shipping on orders over $49",1.000000,390.320000,67.380000,0.478852,"Email",0.942857,4.000000,"Home Closeout"
23682.000000,"M","Women's Sportwear",297.180000,"YES","Direct Mail",29718.300000,4.000000,"Home Closeout",1.000000,276.870000,45.080000,0.674007,"Direct Mail",0.950000,4.000000,"Home Closeout"
23718.000000,"M","Men's Casual",378.610000,"YES","Direct Mail",37861.100000,4.000000,"Home Closeout",1.000000,356.560000,98.470000,0.363128,"Direct Mail",0.909091,4.000000,"Home Closeout"
23784.000000,"F","Men's Sportswear",257.550000,"YES","Email",25755.100000,3.000000,"Dress sale - 30 percent off",1.000000,261.010000,53.780000,0.358354,"Email",0.928571,3.000000,"Dress sale - 30 percent off"
23845.000000,"F","Women's Shoes",124.230000,"YES","Mobile",12422.700000,3.000000,"Dress sale - 30 percent off",1.000000,361.130000,48.710000,0.405767,"Mobile",0.968750,2.000000,"Discount of Womens Active Shoes"
