Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV,Offer,Offername,response,Revenue,CostToServe,$C-Response Channel,$CC-Response Channel
22316.000000,"F","Women's Career",297.580000,"YES","Email",29757.900000,4.000000,"Home Closeout",1.000000,240.870000,97.920000,"Email",0.882353
23037.000000,"F","Men's Sportswear",460.160000,"YES","Email",46015.700000,1.000000,"Anastasia Beverly Hills",1.000000,494.910000,65.300000,"Email",0.833333
23380.000000,"M","Women's Shoes",364.900000,"NO","Direct Mail",36490.300000,10.000000,"Womens Sweater Sale",1.000000,483.580000,71.780000,"Direct Mail",0.909091
23419.000000,"F","Women's Shoes",156.200000,"NO","Email",15620.100000,4.000000,"Home Closeout",1.000000,306.420000,67.990000,"Email",0.904762
23501.000000,"M","Home goods",102.250000,"YES","Email",10225.000000,8.000000,"Free shipping on orders over $49",1.000000,390.320000,67.380000,"Email",0.942857
23682.000000,"M","Women's Sportwear",297.180000,"YES","Direct Mail",29718.300000,4.000000,"Home Closeout",1.000000,276.870000,45.080000,"Direct Mail",0.950000
23718.000000,"M","Men's Casual",378.610000,"YES","Direct Mail",37861.100000,4.000000,"Home Closeout",1.000000,356.560000,98.470000,"Direct Mail",0.909091
23784.000000,"F","Men's Sportswear",257.550000,"YES","Email",25755.100000,3.000000,"Dress sale - 30 percent off",1.000000,261.010000,53.780000,"Email",0.928571
23845.000000,"F","Women's Shoes",124.230000,"YES","Mobile",12422.700000,3.000000,"Dress sale - 30 percent off",1.000000,361.130000,48.710000,"Mobile",0.968750
24210.000000,"F","Women's Sportwear",304.340000,"YES","Mobile",30433.500000,4.000000,"Home Closeout",1.000000,387.070000,85.180000,"Mobile",0.846154
24258.000000,"F","Women's Shoes",348.280000,"YES","Mobile",34828.200000,11.000000,"Save 20% Career Suits",1.000000,396.100000,103.480000,"Mobile",0.948718
24493.000000,"M","Women's Sportwear",208.680000,"YES","Mobile",20867.500000,1.000000,"Anastasia Beverly Hills",1.000000,175.070000,78.980000,"Mobile",0.937500
24534.000000,"F","Women's Sportwear",377.390000,"YES","Mobile",37738.600000,1.000000,"Anastasia Beverly Hills",1.000000,314.780000,67.640000,"Mobile",0.948718
24566.000000,"F","Women's Shoes",394.490000,"YES","Mobile",39448.900000,4.000000,"Home Closeout",1.000000,353.150000,82.910000,"Mobile",0.964912
24651.000000,"F","Women's Sportwear",321.220000,"NO","Email",32121.600000,4.000000,"Home Closeout",1.000000,342.320000,87.680000,"Email",0.964912
24686.000000,"F","Home goods",382.780000,"NO","Mobile",38277.500000,3.000000,"Dress sale - 30 percent off",1.000000,477.110000,62.040000,"Mobile",0.948718
24864.000000,"F","Women's Career",246.680000,"YES","Email",24667.600000,1.000000,"Anastasia Beverly Hills",1.000000,400.220000,73.310000,"Email",0.939394
24874.000000,"F","Men's Career",359.380000,"YES","Email",35938.000000,1.000000,"Anastasia Beverly Hills",1.000000,545.460000,57.430000,"Email",0.920000
25097.000000,"M","Men's Sportswear",200.100000,"NO","Email",20010.200000,4.000000,"Home Closeout",1.000000,330.760000,102.780000,"Email",0.928571
25180.000000,"M","Women's Shoes",115.300000,"YES","Direct Mail",11529.500000,11.000000,"Save 20% Career Suits",1.000000,661.250000,60.230000,"Direct Mail",0.967742
25256.000000,"M","Women's Career",396.930000,"NO","Mobile",39693.300000,2.000000,"Discount of Womens Active Shoes",1.000000,306.470000,79.100000,"Mobile",0.964912
25311.000000,"M","Men's Casual",475.450000,"YES","Mobile",47545.100000,1.000000,"Anastasia Beverly Hills",1.000000,281.450000,69.220000,"Mobile",0.960000
25387.000000,"F","Women's Sportwear",114.150000,"YES","Mobile",11415.400000,11.000000,"Save 20% Career Suits",1.000000,531.340000,59.600000,"Mobile",0.968750
25405.000000,"M","Men's Casual",364.170000,"NO","Mobile",36416.600000,5.000000,"Johnston and Murphy",1.000000,287.790000,66.020000,"Mobile",0.958333
25524.000000,"M","Men's Sportswear",459.490000,"NO","Mobile",45948.600000,4.000000,"Home Closeout",1.000000,331.840000,53.220000,"Mobile",0.931034
25668.000000,"F","Women's Shoes",219.570000,"YES","Direct Mail",21957.100000,8.000000,"Free shipping on orders over $49",1.000000,333.720000,72.190000,"Direct Mail",0.920000
25765.000000,"F","Men's Sportswear",356.810000,"YES","Direct Mail",35681.400000,8.000000,"Free shipping on orders over $49",1.000000,397.430000,92.560000,"Direct Mail",0.857143
25774.000000,"F","Men's Casual",387.710000,"YES","Email",38771.000000,2.000000,"Discount of Womens Active Shoes",1.000000,513.080000,41.320000,"Email",0.920000
26061.000000,"M","Men's Sportswear",470.540000,"NO","Email",47053.700000,1.000000,"Anastasia Beverly Hills",1.000000,263.620000,52.400000,"Email",0.750000
26130.000000,"F","Men's Casual",126.210000,"NO","Direct Mail",12621.400000,4.000000,"Home Closeout",1.000000,403.830000,96.210000,"Direct Mail",0.916667
26291.000000,"F","Men's Career",140.900000,"YES","Mobile",14089.600000,2.000000,"Discount of Womens Active Shoes",1.000000,320.660000,38.910000,"Mobile",0.941176
26396.000000,"M","Women's Shoes",227.650000,"YES","Mobile",22765.100000,4.000000,"Home Closeout",1.000000,571.370000,35.550000,"Mobile",0.925926
26630.000000,"F","Men's Sportswear",464.870000,"NO","Mobile",46486.700000,2.000000,"Discount of Womens Active Shoes",1.000000,155.810000,55.890000,"Mobile",0.931034
26748.000000,"F","Men's Casual",236.880000,"NO","Mobile",23688.300000,2.000000,"Discount of Womens Active Shoes",1.000000,313.680000,61.990000,"Mobile",0.900000
26885.000000,"M","Men's Career",331.860000,"YES","Email",33186.400000,3.000000,"Dress sale - 30 percent off",1.000000,439.880000,63.440000,"Email",0.964912
27166.000000,"F","Men's Casual",134.510000,"YES","Email",13451.300000,11.000000,"Save 20% Career Suits",1.000000,360.110000,46.970000,"Email",0.857143
27306.000000,"F","Home goods",173.910000,"NO","Direct Mail",17390.600000,1.000000,"Anastasia Beverly Hills",1.000000,301.590000,37.010000,"Direct Mail",0.800000
27371.000000,"F","Men's Casual",387.430000,"NO","Direct Mail",38743.300000,6.000000,"Lancome Gift with Purchase",1.000000,296.120000,88.780000,"Direct Mail",0.846154
27462.000000,"F","Women's Career",397.480000,"YES","Email",39747.900000,7.000000,"Shoe and Handbag sale",1.000000,267.870000,45.420000,"Email",0.947368
27496.000000,"F","Men's Career",163.270000,"NO","Mobile",16327.200000,6.000000,"Lancome Gift with Purchase",1.000000,192.810000,71.240000,"Mobile",0.975309
27664.000000,"F","Men's Sportswear",356.360000,"YES","Email",35636.100000,1.000000,"Anastasia Beverly Hills",1.000000,345.110000,70.410000,"Email",0.777778
27673.000000,"F","Women's Shoes",375.650000,"YES","Email",37565.100000,3.000000,"Dress sale - 30 percent off",1.000000,525.220000,61.670000,"Email",0.920000
27682.000000,"F","Women's Career",182.960000,"YES","Direct Mail",18296.200000,7.000000,"Shoe and Handbag sale",1.000000,372.950000,72.970000,"Direct Mail",0.846154
27694.000000,"M","Women's Shoes",248.950000,"YES","Mobile",24895.200000,3.000000,"Dress sale - 30 percent off",1.000000,377.370000,59.920000,"Mobile",0.925926
27720.000000,"F","Home goods",374.580000,"NO","Mobile",37458.200000,6.000000,"Lancome Gift with Purchase",1.000000,407.630000,83.470000,"Mobile",0.953488
27766.000000,"F","Women's Shoes",400.770000,"NO","Mobile",40077.300000,1.000000,"Anastasia Beverly Hills",1.000000,508.960000,110.170000,"Mobile",0.846154
27890.000000,"M","Women's Sportwear",222.420000,"YES","Mobile",22241.600000,2.000000,"Discount of Womens Active Shoes",1.000000,226.720000,47.200000,"Mobile",0.937500
28061.000000,"F","Men's Casual",372.250000,"YES","Mobile",37224.500000,2.000000,"Discount of Womens Active Shoes",1.000000,481.670000,53.160000,"Mobile",0.953488
