Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV,Offer,Offername,response,Revenue,CostToServe,$S-Offername-1,$SC-Offername-1,$S-Offername-2,$SC-Offername-2,$S-Offername-3,$SC-Offername-3
11241.000000,"M","Men's Sportswear",338.900000,"NO","Direct Mail",33890.100000,1.000000,"Anastasia Beverly Hills",1.000000,439.510000,62.690000,"Home Closeout",0.435645,"Discount of Womens Active Shoes",0.341418,"Anastasia Beverly Hills",0.318769
11357.000000,"F","Women's Shoes",107.530000,"YES","Email",10753.000000,2.000000,"Discount of Womens Active Shoes",1.000000,247.440000,84.200000,"Home Closeout",0.351561,"Anastasia Beverly Hills",0.327077,"Discount of Womens Active Shoes",0.301138
11553.000000,"M","Women's Career",151.130000,"NO","Email",15113.300000,11.000000,"Save 20% Career Suits",1.000000,559.170000,50.160000,"Anastasia Beverly Hills",0.663705,"Save 20% Career Suits",0.325115,"Womens Sweater Sale",0.257796
11565.000000,"F","Women's Shoes",449.750000,"NO","Email",44974.500000,2.000000,"Discount of Womens Active Shoes",1.000000,412.050000,72.060000,"Anastasia Beverly Hills",0.406611,"Home Closeout",0.281371,"Discount of Womens Active Shoes",0.280607
11818.000000,"F","Women's Career",319.050000,"YES","Mobile",31905.100000,2.000000,"Discount of Womens Active Shoes",1.000000,386.370000,73.320000,"Discount of Womens Active Shoes",0.436931,"Womens Sweater Sale",0.286169,"Anastasia Beverly Hills",0.282137
11966.000000,"M","Men's Career",221.880000,"NO","Mobile",22187.700000,1.000000,"Anastasia Beverly Hills",1.000000,266.470000,112.740000,"Anastasia Beverly Hills",0.459417,"Johnston and Murphy",0.324611,"Womens Sweater Sale",0.283077
12291.000000,"M","Women's Shoes",419.520000,"NO","Email",41951.800000,8.000000,"Free shipping on orders over $49",1.000000,183.450000,73.750000,"Anastasia Beverly Hills",0.392960,"Free shipping on orders over $49",0.309496,"Discount of Womens Active Shoes",0.275021
12312.000000,"F","Men's Casual",192.180000,"YES","Mobile",19217.500000,2.000000,"Discount of Womens Active Shoes",1.000000,556.850000,60.650000,"Lancome Gift with Purchase",0.412910,"Discount of Womens Active Shoes",0.383375,"Anastasia Beverly Hills",0.342424
12547.000000,"M","Men's Career",323.070000,"YES","Mobile",32307.300000,4.000000,"Home Closeout",1.000000,449.480000,12.950000,"Discount of Womens Active Shoes",0.825014,"Johnston and Murphy",0.379848,"Home Closeout",0.270562
12582.000000,"M","Men's Sportswear",256.010000,"NO","Email",25601.400000,1.000000,"Anastasia Beverly Hills",1.000000,426.690000,74.400000,"Anastasia Beverly Hills",0.491365,"Home Closeout",0.330001,"Dress sale - 30 percent off",0.260453
12584.000000,"F","Women's Shoes",466.320000,"YES","Mobile",46632.300000,1.000000,"Anastasia Beverly Hills",1.000000,536.590000,55.300000,"Anastasia Beverly Hills",0.393503,"Lancome Gift with Purchase",0.311753,"Discount of Womens Active Shoes",0.294245
12694.000000,"F","Men's Casual",158.630000,"NO","Email",15863.400000,1.000000,"Anastasia Beverly Hills",1.000000,352.580000,98.880000,"Anastasia Beverly Hills",0.610199,"Save 20% Career Suits",0.298539,"Lancome Gift with Purchase",0.259492
12782.000000,"F","Men's Sportswear",313.300000,"NO","Direct Mail",31329.600000,4.000000,"Home Closeout",1.000000,527.190000,82.200000,"Womens Sweater Sale",0.459155,"Anastasia Beverly Hills",0.417526,"Home Closeout",0.323107
12800.000000,"F","Men's Casual",257.390000,"YES","Mobile",25738.800000,1.000000,"Anastasia Beverly Hills",1.000000,98.860000,79.610000,"Anastasia Beverly Hills",0.660931,"Dress sale - 30 percent off",0.254251,"Home Closeout",0.220945
12938.000000,"F","Men's Sportswear",494.840000,"NO","Direct Mail",49483.600000,4.000000,"Home Closeout",1.000000,269.860000,97.760000,"Home Closeout",0.455315,"Anastasia Beverly Hills",0.412640,"Free shipping on orders over $49",0.302047
13325.000000,"F","Women's Shoes",412.810000,"NO","Mobile",41280.500000,8.000000,"Free shipping on orders over $49",1.000000,338.190000,100.850000,"Anastasia Beverly Hills",0.482807,"Johnston and Murphy",0.257177,"Home Closeout",0.245789
13518.000000,"F","Men's Casual",163.790000,"YES","Mobile",16379.400000,11.000000,"Save 20% Career Suits",1.000000,349.550000,64.540000,"Anastasia Beverly Hills",0.535484,"Save 20% Career Suits",0.486600,"Lancome Gift with Purchase",0.266355
13564.000000,"F","Home goods",315.830000,"YES","Direct Mail",31583.000000,3.000000,"Dress sale - 30 percent off",1.000000,161.670000,78.180000,"Womens Sweater Sale",0.511097,"Johnston and Murphy",0.353192,"Discount of Womens Active Shoes",0.338874
13722.000000,"M","Women's Sportwear",362.170000,"NO","Mobile",36216.800000,1.000000,"Anastasia Beverly Hills",1.000000,372.570000,73.840000,"Anastasia Beverly Hills",0.504419,"Home Closeout",0.353406,"Lancome Gift with Purchase",0.279369
13747.000000,"F","Men's Casual",123.370000,"NO","Mobile",12337.400000,7.000000,"Shoe and Handbag sale",1.000000,331.890000,50.900000,"Anastasia Beverly Hills",0.457522,"Discount of Womens Active Shoes",0.321403,"Save 20% Career Suits",0.313105
13893.000000,"F","Women's Shoes",248.040000,"YES","Mobile",24804.300000,2.000000,"Discount of Womens Active Shoes",1.000000,196.990000,108.080000,"Womens Sweater Sale",0.341819,"Anastasia Beverly Hills",0.331168,"Discount of Womens Active Shoes",0.315054
13903.000000,"F","Home goods",291.650000,"NO","Email",29164.700000,1.000000,"Anastasia Beverly Hills",1.000000,412.140000,50.940000,"Anastasia Beverly Hills",0.386542,"Save 10% with store pickup",0.360247,"Home Closeout",0.317604
14015.000000,"M","Women's Shoes",318.660000,"NO","Email",31865.700000,4.000000,"Home Closeout",1.000000,384.860000,82.390000,"Home Closeout",0.354770,"Anastasia Beverly Hills",0.338077,"Discount of Womens Active Shoes",0.308024
14107.000000,"F","Women's Shoes",129.510000,"NO","Mobile",12950.800000,2.000000,"Discount of Womens Active Shoes",1.000000,201.440000,53.490000,"Anastasia Beverly Hills",0.432266,"Discount of Womens Active Shoes",0.354530,"Lancome Gift with Purchase",0.244525
14301.000000,"M","Women's Sportwear",399.170000,"NO","Email",39917.100000,2.000000,"Discount of Womens Active Shoes",1.000000,302.590000,77.360000,"Anastasia Beverly Hills",0.505617,"Home Closeout",0.412612,"Shoe and Handbag sale",0.265762
14368.000000,"F","Men's Career",349.180000,"NO","Direct Mail",34917.800000,5.000000,"Johnston and Murphy",1.000000,291.990000,31.160000,"Anastasia Beverly Hills",0.510247,"Johnston and Murphy",0.294732,"Free shipping on orders over $49",0.257031
14514.000000,"F","Women's Sportwear",316.020000,"YES","Mobile",31601.600000,5.000000,"Johnston and Murphy",1.000000,280.890000,89.220000,"Home Closeout",0.309651,"Discount of Womens Active Shoes",0.299278,"Johnston and Murphy",0.289778
14630.000000,"M","Women's Shoes",195.790000,"NO","Email",19578.800000,4.000000,"Home Closeout",1.000000,228.160000,63.760000,"Home Closeout",0.440507,"Anastasia Beverly Hills",0.340782,"Lancome Gift with Purchase",0.318484
14658.000000,"F","Men's Career",468.050000,"YES","Mobile",46804.800000,5.000000,"Johnston and Murphy",1.000000,295.340000,22.030000,"Johnston and Murphy",0.484291,"Anastasia Beverly Hills",0.372183,"Free shipping on orders over $49",0.290597
14692.000000,"F","Men's Sportswear",408.880000,"YES","Mobile",40887.500000,4.000000,"Home Closeout",1.000000,374.320000,76.510000,"Anastasia Beverly Hills",0.447769,"Dress sale - 30 percent off",0.269909,"Shoe and Handbag sale",0.259703
14743.000000,"M","Home goods",216.810000,"YES","Email",21681.300000,1.000000,"Anastasia Beverly Hills",1.000000,361.100000,112.460000,"Discount of Womens Active Shoes",0.442852,"Lancome Gift with Purchase",0.398520,"Home Closeout",0.391632
14759.000000,"M","Home goods",148.670000,"YES","Mobile",14867.100000,3.000000,"Dress sale - 30 percent off",1.000000,494.120000,48.280000,"Anastasia Beverly Hills",0.355377,"Home Closeout",0.319986,"Save 20% Career Suits",0.305601
14875.000000,"M","Men's Casual",185.150000,"YES","Direct Mail",18515.300000,2.000000,"Discount of Womens Active Shoes",1.000000,289.090000,55.910000,"Discount of Womens Active Shoes",0.441457,"Home Closeout",0.438483,"Lancome Gift with Purchase",0.328356
14890.000000,"M","Men's Sportswear",319.000000,"YES","Direct Mail",31899.700000,2.000000,"Discount of Womens Active Shoes",1.000000,315.090000,57.420000,"Home Closeout",0.434225,"Discount of Womens Active Shoes",0.434011,"Womens Sweater Sale",0.268047
14891.000000,"F","Home goods",183.910000,"NO","Email",18391.000000,4.000000,"Home Closeout",1.000000,389.820000,64.570000,"Lancome Gift with Purchase",0.478494,"Anastasia Beverly Hills",0.323918,"Home Closeout",0.308715
14912.000000,"M","Home goods",391.560000,"YES","Direct Mail",39155.900000,4.000000,"Home Closeout",1.000000,498.160000,43.510000,"Home Closeout",0.498425,"Shoe and Handbag sale",0.378782,"Johnston and Murphy",0.302433
14996.000000,"M","Women's Sportwear",222.590000,"YES","Email",22259.100000,2.000000,"Discount of Womens Active Shoes",1.000000,223.720000,57.130000,"Home Closeout",0.336733,"Dress sale - 30 percent off",0.307428,"Anastasia Beverly Hills",0.306994
15068.000000,"M","Men's Casual",178.950000,"YES","Direct Mail",17894.800000,7.000000,"Shoe and Handbag sale",1.000000,327.970000,64.030000,"Anastasia Beverly Hills",0.449336,"Save 20% Career Suits",0.406857,"Home Closeout",0.281595
15072.000000,"M","Women's Shoes",416.460000,"NO","Mobile",41645.700000,4.000000,"Home Closeout",1.000000,452.440000,51.520000,"Anastasia Beverly Hills",0.448915,"Home Closeout",0.344279,"Dress sale - 30 percent off",0.251318
15099.000000,"M","Women's Career",112.730000,"NO","Mobile",11273.100000,1.000000,"Anastasia Beverly Hills",1.000000,422.990000,60.270000,"Anastasia Beverly Hills",0.423850,"Home Closeout",0.384118,"Discount of Womens Active Shoes",0.371797
15109.000000,"M","Men's Casual",135.360000,"YES","Mobile",13535.600000,6.000000,"Lancome Gift with Purchase",1.000000,381.010000,93.480000,"Discount of Womens Active Shoes",0.393658,"Home Closeout",0.356019,"Anastasia Beverly Hills",0.301234
15177.000000,"F","Men's Casual",247.920000,"NO","Mobile",24791.900000,11.000000,"Save 20% Career Suits",1.000000,494.590000,59.560000,"Anastasia Beverly Hills",0.473523,"Save 20% Career Suits",0.321026,"Womens Sweater Sale",0.266659
15306.000000,"M","Women's Shoes",223.250000,"NO","Email",22324.800000,4.000000,"Home Closeout",1.000000,405.390000,61.420000,"Anastasia Beverly Hills",0.429739,"Dress sale - 30 percent off",0.282160,"Home Closeout",0.281260
15317.000000,"M","Men's Career",438.940000,"YES","Mobile",43894.100000,3.000000,"Dress sale - 30 percent off",1.000000,239.160000,51.430000,"Home Closeout",0.337833,"Anastasia Beverly Hills",0.303768,"Discount of Womens Active Shoes",0.289068
15590.000000,"M","Men's Casual",440.700000,"NO","Email",44070.400000,1.000000,"Anastasia Beverly Hills",1.000000,218.370000,41.480000,"Anastasia Beverly Hills",0.418031,"Shoe and Handbag sale",0.331189,"Discount of Womens Active Shoes",0.283434
15629.000000,"F","Men's Career",170.040000,"YES","Email",17004.000000,6.000000,"Lancome Gift with Purchase",1.000000,416.190000,98.050000,"Anastasia Beverly Hills",0.489064,"Lancome Gift with Purchase",0.295646,"Shoe and Handbag sale",0.248004
15650.000000,"M","Home goods",487.560000,"YES","Mobile",48755.900000,10.000000,"Womens Sweater Sale",1.000000,501.500000,85.140000,"Home Closeout",0.528363,"Lancome Gift with Purchase",0.336780,"Johnston and Murphy",0.288979
15663.000000,"F","Women's Shoes",451.900000,"YES","Mobile",45190.100000,7.000000,"Shoe and Handbag sale",1.000000,268.420000,80.580000,"Home Closeout",0.335291,"Anastasia Beverly Hills",0.315078,"Free shipping on orders over $49",0.291948
15835.000000,"F","Home goods",243.640000,"YES","Email",24364.200000,10.000000,"Womens Sweater Sale",1.000000,259.970000,47.080000,"Dress sale - 30 percent off",0.318357,"Anastasia Beverly Hills",0.296783,"Johnston and Murphy",0.284273
15882.000000,"M","Home goods",207.040000,"YES","Email",20703.500000,4.000000,"Home Closeout",1.000000,413.340000,86.440000,"Lancome Gift with Purchase",0.510483,"Home Closeout",0.466589,"Save 10% with store pickup",0.347017
16055.000000,"M","Women's Shoes",405.420000,"YES","Email",40541.500000,10.000000,"Womens Sweater Sale",1.000000,337.380000,63.360000,"Anastasia Beverly Hills",0.365283,"Home Closeout",0.301567,"Shoe and Handbag sale",0.282671
16220.000000,"M","Men's Career",347.870000,"NO","Direct Mail",34787.200000,4.000000,"Home Closeout",1.000000,465.070000,91.020000,"Anastasia Beverly Hills",0.483979,"Home Closeout",0.368782,"Lancome Gift with Purchase",0.259080
16287.000000,"F","Men's Sportswear",425.530000,"NO","Email",42553.400000,1.000000,"Anastasia Beverly Hills",1.000000,428.490000,68.200000,"Anastasia Beverly Hills",0.445850,"Home Closeout",0.333050,"Free shipping on orders over $49",0.270324
16316.000000,"M","Women's Sportwear",391.700000,"NO","Direct Mail",39170.100000,1.000000,"Anastasia Beverly Hills",1.000000,537.420000,75.000000,"Anastasia Beverly Hills",0.518820,"Home Closeout",0.368860,"Lancome Gift with Purchase",0.278696
16342.000000,"M","Men's Sportswear",463.810000,"NO","Mobile",46381.400000,11.000000,"Save 20% Career Suits",1.000000,642.070000,77.400000,"Home Closeout",0.632950,"Anastasia Beverly Hills",0.533889,"Free shipping on orders over $49",0.283929
16350.000000,"F","Men's Career",318.920000,"YES","Mobile",31892.300000,1.000000,"Anastasia Beverly Hills",1.000000,359.510000,42.530000,"Johnston and Murphy",0.368749,"Discount of Womens Active Shoes",0.330645,"Womens Sweater Sale",0.315769
17064.000000,"F","Women's Shoes",153.260000,"YES","Direct Mail",15325.900000,7.000000,"Shoe and Handbag sale",1.000000,369.470000,46.050000,"Anastasia Beverly Hills",0.415838,"Save 20% Career Suits",0.307764,"Shoe and Handbag sale",0.288112
17110.000000,"M","Men's Sportswear",127.210000,"YES","Email",12721.400000,4.000000,"Home Closeout",1.000000,265.130000,75.810000,"Home Closeout",0.517610,"Anastasia Beverly Hills",0.321702,"Discount of Womens Active Shoes",0.319499
17133.000000,"M","Men's Career",213.280000,"YES","Mobile",21328.400000,1.000000,"Anastasia Beverly Hills",1.000000,341.000000,40.200000,"Home Closeout",0.383056,"Shoe and Handbag sale",0.336979,"Discount of Womens Active Shoes",0.315785
17201.000000,"M","Women's Career",377.750000,"NO","Mobile",37774.600000,1.000000,"Anastasia Beverly Hills",1.000000,295.570000,67.970000,"Anastasia Beverly Hills",0.537800,"Home Closeout",0.300389,"Free shipping on orders over $49",0.261162
17375.000000,"M","Women's Shoes",127.640000,"YES","Direct Mail",12764.100000,5.000000,"Johnston and Murphy",1.000000,451.780000,95.120000,"Home Closeout",0.511492,"Discount of Womens Active Shoes",0.322654,"Lancome Gift with Purchase",0.229916
17470.000000,"F","Women's Career",190.760000,"NO","Email",19075.600000,6.000000,"Lancome Gift with Purchase",1.000000,427.570000,58.650000,"Discount of Womens Active Shoes",0.387236,"Anastasia Beverly Hills",0.378257,"Shoe and Handbag sale",0.296276
17571.000000,"F","Women's Career",152.700000,"YES","Mobile",15270.000000,1.000000,"Anastasia Beverly Hills",1.000000,205.770000,70.620000,"Anastasia Beverly Hills",0.544772,"Save 20% Career Suits",0.304760,"Womens Sweater Sale",0.296188
17590.000000,"M","Women's Shoes",301.200000,"YES","Mobile",30120.100000,11.000000,"Save 20% Career Suits",1.000000,366.780000,96.690000,"Discount of Womens Active Shoes",0.420796,"Home Closeout",0.316197,"Johnston and Murphy",0.256197
17747.000000,"M","Men's Casual",338.600000,"YES","Mobile",33860.100000,10.000000,"Womens Sweater Sale",1.000000,310.250000,79.880000,"Discount of Womens Active Shoes",0.331616,"Home Closeout",0.315975,"Anastasia Beverly Hills",0.279138
17809.000000,"M","Women's Shoes",396.020000,"YES","Mobile",39601.500000,11.000000,"Save 20% Career Suits",1.000000,466.040000,82.180000,"Home Closeout",0.368698,"Anastasia Beverly Hills",0.360074,"Dress sale - 30 percent off",0.257547
17830.000000,"F","Women's Shoes",280.200000,"NO","Mobile",28019.800000,1.000000,"Anastasia Beverly Hills",1.000000,318.290000,83.500000,"Anastasia Beverly Hills",0.474529,"Home Closeout",0.339229,"Save 10% with store pickup",0.272613
17864.000000,"F","Home goods",356.560000,"NO","Direct Mail",35656.200000,1.000000,"Anastasia Beverly Hills",1.000000,354.950000,79.750000,"Anastasia Beverly Hills",0.440659,"Home Closeout",0.330699,"Lancome Gift with Purchase",0.302287
17939.000000,"F","Women's Sportwear",158.760000,"NO","Email",15875.500000,6.000000,"Lancome Gift with Purchase",1.000000,279.340000,81.590000,"Anastasia Beverly Hills",0.626284,"Lancome Gift with Purchase",0.290171,"Home Closeout",0.284638
18030.000000,"F","Men's Casual",129.940000,"YES","Mobile",12994.200000,1.000000,"Anastasia Beverly Hills",1.000000,335.830000,65.730000,"Save 20% Career Suits",0.353652,"Anastasia Beverly Hills",0.351653,"Discount of Womens Active Shoes",0.335929
18079.000000,"M","Home goods",248.160000,"YES","Mobile",24816.000000,3.000000,"Dress sale - 30 percent off",1.000000,409.300000,62.570000,"Anastasia Beverly Hills",0.298270,"Home Closeout",0.289845,"Dress sale - 30 percent off",0.285304
18126.000000,"F","Women's Shoes",347.130000,"NO","Mobile",34713.400000,1.000000,"Anastasia Beverly Hills",1.000000,577.860000,91.720000,"Anastasia Beverly Hills",0.625644,"Lancome Gift with Purchase",0.282536,"Save 20% Career Suits",0.268996
18143.000000,"F","Women's Sportwear",435.880000,"YES","Email",43588.400000,1.000000,"Anastasia Beverly Hills",1.000000,296.810000,91.540000,"Home Closeout",0.356414,"Free shipping on orders over $49",0.315130,"Anastasia Beverly Hills",0.297828
18228.000000,"M","Women's Sportwear",317.280000,"NO","Email",31727.500000,4.000000,"Home Closeout",1.000000,503.920000,67.290000,"Home Closeout",0.401804,"Anastasia Beverly Hills",0.288607,"Womens Sweater Sale",0.271458
18331.000000,"F","Men's Sportswear",478.980000,"YES","Mobile",47898.000000,1.000000,"Anastasia Beverly Hills",1.000000,286.850000,57.590000,"Home Closeout",0.368664,"Anastasia Beverly Hills",0.366664,"Free shipping on orders over $49",0.298330
18334.000000,"F","Women's Shoes",424.340000,"NO","Email",42434.300000,6.000000,"Lancome Gift with Purchase",1.000000,374.850000,62.970000,"Anastasia Beverly Hills",0.406611,"Home Closeout",0.281371,"Discount of Womens Active Shoes",0.280607
18464.000000,"M","Home goods",209.390000,"YES","Mobile",20938.900000,4.000000,"Home Closeout",1.000000,331.870000,41.200000,"Home Closeout",0.515485,"Discount of Womens Active Shoes",0.365482,"Shoe and Handbag sale",0.319626
18517.000000,"M","Women's Career",425.090000,"YES","Mobile",42509.400000,1.000000,"Anastasia Beverly Hills",1.000000,316.970000,68.800000,"Home Closeout",0.357350,"Discount of Womens Active Shoes",0.315294,"Anastasia Beverly Hills",0.300402
18708.000000,"F","Men's Sportswear",307.870000,"YES","Email",30786.800000,4.000000,"Home Closeout",1.000000,440.810000,40.450000,"Womens Sweater Sale",0.356359,"Home Closeout",0.346205,"Discount of Womens Active Shoes",0.318661
18724.000000,"F","Men's Career",491.780000,"NO","Email",49177.500000,3.000000,"Dress sale - 30 percent off",1.000000,462.610000,62.150000,"Anastasia Beverly Hills",0.479110,"Lancome Gift with Purchase",0.299748,"Free shipping on orders over $49",0.287517
18917.000000,"M","Women's Shoes",479.350000,"NO","Mobile",47934.600000,2.000000,"Discount of Womens Active Shoes",1.000000,488.240000,73.380000,"Home Closeout",0.451173,"Anastasia Beverly Hills",0.407234,"Free shipping on orders over $49",0.270150
18920.000000,"M","Men's Sportswear",453.680000,"NO","Email",45368.300000,4.000000,"Home Closeout",1.000000,367.030000,44.750000,"Home Closeout",0.572857,"Anastasia Beverly Hills",0.385871,"Shoe and Handbag sale",0.312894
18953.000000,"F","Men's Career",242.570000,"NO","Mobile",24256.900000,1.000000,"Anastasia Beverly Hills",1.000000,423.170000,51.810000,"Anastasia Beverly Hills",0.520168,"Dress sale - 30 percent off",0.282129,"Johnston and Murphy",0.261922
19041.000000,"F","Men's Career",146.820000,"NO","Mobile",14682.300000,1.000000,"Anastasia Beverly Hills",1.000000,417.710000,53.930000,"Anastasia Beverly Hills",0.652834,"Save 20% Career Suits",0.282916,"Lancome Gift with Purchase",0.279396
19078.000000,"M","Men's Career",388.520000,"YES","Email",38852.000000,1.000000,"Anastasia Beverly Hills",1.000000,442.610000,108.190000,"Shoe and Handbag sale",0.362294,"Anastasia Beverly Hills",0.340070,"Womens Sweater Sale",0.328337
19193.000000,"M","Women's Sportwear",223.500000,"NO","Mobile",22349.600000,8.000000,"Free shipping on orders over $49",1.000000,271.070000,101.160000,"Anastasia Beverly Hills",0.400218,"Home Closeout",0.359974,"Johnston and Murphy",0.267862
19209.000000,"M","Women's Shoes",463.670000,"YES","Mobile",46367.000000,1.000000,"Anastasia Beverly Hills",1.000000,423.840000,62.360000,"Home Closeout",0.381044,"Anastasia Beverly Hills",0.329129,"Discount of Womens Active Shoes",0.305840
19211.000000,"M","Men's Casual",359.550000,"NO","Mobile",35954.500000,4.000000,"Home Closeout",1.000000,352.690000,100.500000,"Anastasia Beverly Hills",0.503126,"Home Closeout",0.296699,"Discount of Womens Active Shoes",0.257818
19268.000000,"F","Men's Casual",250.550000,"YES","Email",25055.000000,11.000000,"Save 20% Career Suits",1.000000,355.020000,79.620000,"Anastasia Beverly Hills",0.404022,"Shoe and Handbag sale",0.377690,"Save 20% Career Suits",0.362076
19519.000000,"M","Men's Sportswear",124.080000,"YES","Mobile",12408.300000,3.000000,"Dress sale - 30 percent off",1.000000,325.440000,81.030000,"Home Closeout",0.543973,"Anastasia Beverly Hills",0.335723,"Discount of Womens Active Shoes",0.279668
19613.000000,"F","Women's Sportwear",461.510000,"YES","Mobile",46150.700000,5.000000,"Johnston and Murphy",1.000000,513.140000,50.590000,"Home Closeout",0.352034,"Free shipping on orders over $49",0.304653,"Anastasia Beverly Hills",0.298125
19915.000000,"F","Men's Sportswear",400.870000,"NO","Email",40086.800000,1.000000,"Anastasia Beverly Hills",1.000000,430.880000,42.510000,"Anastasia Beverly Hills",0.552492,"Shoe and Handbag sale",0.457738,"Home Closeout",0.316920
19999.000000,"F","Men's Career",171.610000,"NO","Mobile",17160.600000,1.000000,"Anastasia Beverly Hills",1.000000,206.120000,86.940000,"Anastasia Beverly Hills",0.692953,"Lancome Gift with Purchase",0.312496,"Womens Sweater Sale",0.311457
20158.000000,"M","Men's Career",237.440000,"YES","Direct Mail",23744.100000,5.000000,"Johnston and Murphy",1.000000,539.310000,61.580000,"Dress sale - 30 percent off",0.378708,"Womens Sweater Sale",0.348658,"Anastasia Beverly Hills",0.303527
20260.000000,"M","Men's Sportswear",131.240000,"YES","Direct Mail",13124.300000,4.000000,"Home Closeout",1.000000,449.380000,86.650000,"Home Closeout",0.674986,"Discount of Womens Active Shoes",0.251262,"Dress sale - 30 percent off",0.236415
20325.000000,"M","Women's Career",153.560000,"YES","Mobile",15356.000000,2.000000,"Discount of Womens Active Shoes",1.000000,409.680000,40.270000,"Anastasia Beverly Hills",0.389982,"Home Closeout",0.326540,"Shoe and Handbag sale",0.296114
20362.000000,"M","Women's Shoes",317.200000,"YES","Email",31720.000000,2.000000,"Discount of Womens Active Shoes",1.000000,404.690000,73.220000,"Discount of Womens Active Shoes",0.433601,"Home Closeout",0.333019,"Dress sale - 30 percent off",0.293317
